"gene_id","WT_1","WT_2","IR1_1","IR1_2","IR2_1","IR2_2"
"ENSG00000173163.6",83,67,73,149,128,52
"ENSG00000170340.10",886,851,597,841,699,299
"ENSG00000266097.1",13,13,7,10,7,6
"ENSG00000270335.1",15,6,33,32,34,25
"ENSG00000228541.1",1,2,11,13,22,19
"ENSG00000186889.5",26,33,28,24,12,13
"ENSG00000115504.10",653,540,725,804,713,585
"ENSG00000231609.1",9,10,9,2,3,11
"ENSG00000115507.5",191,158,123,183,127,83
"ENSG00000143951.11",217,189,229,281,284,203
"ENSG00000014641.13",1950,1908,2130,2486,1935,870
"ENSG00000169764.10",869,826,690,876,769,393
"ENSG00000143952.15",710,602,774,994,777,504
"ENSG00000197329.7",537,385,963,1305,845,534
"ENSG00000225889.3",66,46,26,36,38,33
"ENSG00000119862.8",5,6,6,10,23,18
"ENSG00000119844.10",711,618,646,699,670,553
"ENSG00000179833.4",679,595,516,702,577,488
"ENSG00000226756.1",14,15,16,21,13,13
"ENSG00000115902.6",637,520,748,1094,1315,814
"ENSG00000232613.2",9,3,14,15,18,9
"ENSG00000011523.9",823,707,696,968,617,514
"ENSG00000138069.12",1259,1143,1378,1418,1274,849
"ENSG00000172974.10",60,45,46,51,42,12
"ENSG00000138071.9",5550,4919,5200,6827,5333,2501
"ENSG00000198369.5",1051,917,1061,1345,1248,943
"ENSG00000232693.2",24,19,21,30,22,23
"ENSG00000204929.7",23,50,33,34,50,37
"ENSG00000234255.4",19,11,7,8,20,17
"ENSG00000237979.1",15,7,9,5,11,7
"ENSG00000232164.1",16,12,61,99,52,49
"ENSG00000143995.15",245,200,372,401,672,394
"ENSG00000143971.7",281,255,238,291,192,158
"ENSG00000197223.7",180,159,231,195,178,82
"ENSG00000243667.2",96,71,74,91,83,55
"ENSG00000115946.3",268,219,272,367,279,123
"ENSG00000221823.6",531,470,713,903,656,295
"ENSG00000273064.1",20,20,22,25,23,8
"ENSG00000119865.4",46,55,196,242,80,80
"ENSG00000115956.9",11,1,8,12,17,7
"ENSG00000204923.3",40,43,88,72,87,63
"ENSG00000169621.5",60,60,125,160,165,116
"ENSG00000163219.7",198,171,547,698,820,535
"ENSG00000163217.1",18,23,4,15,12,6
"ENSG00000169604.15",13,18,120,141,264,202
"ENSG00000198380.8",3051,2745,3579,4436,3884,2134
"ENSG00000169599.8",488,449,299,369,300,115
"ENSG00000188971.4",334,324,578,755,574,496
"ENSG00000115977.14",537,433,638,837,601,517
"ENSG00000229948.2",6,16,21,23,8,7
"ENSG00000196975.10",170,171,832,1077,811,417
"ENSG00000087338.4",858,739,881,1017,802,596
"ENSG00000270723.1",5,10,7,12,9,3
"ENSG00000124380.6",444,434,407,428,426,275
"ENSG00000059728.6",2713,2584,2081,2450,1664,1223
"ENSG00000244617.1",20,8,24,51,46,31
"ENSG00000179818.9",293,242,400,366,324,394
"ENSG00000169564.5",5135,4594,4577,5641,4492,1995
"ENSG00000231327.1",14,11,18,13,13,13
"ENSG00000115998.3",212,163,141,174,178,100
"ENSG00000116001.11",1596,1433,1502,1516,1290,821
"ENSG00000116005.7",835,708,484,759,481,183
"ENSG00000143977.9",2046,1990,1788,2067,1661,376
"ENSG00000035141.3",1133,979,1046,1215,845,490
"ENSG00000163235.11",13,10,4,23,12,3
"ENSG00000075340.18",5638,4973,3314,4037,2393,1681
"ENSG00000235035.1",24,21,7,7,14,14
"ENSG00000152672.3",10,9,13,12,8,3
"ENSG00000116039.7",10,11,11,21,8,9
"ENSG00000144031.7",13,13,15,29,25,20
"ENSG00000144043.7",782,773,837,1000,1016,474
"ENSG00000228384.3",10,8,3,11,10,5
"ENSG00000124357.8",247,190,243,267,275,262
"ENSG00000124370.6",381,333,389,513,414,323
"ENSG00000124383.4",688,640,923,997,825,589
"ENSG00000124374.8",14,14,132,184,146,96
"ENSG00000075292.14",3636,3171,3461,3946,3798,3142
"ENSG00000135636.9",494,421,114,224,124,84
"ENSG00000003137.4",12,8,17,37,30,10
"ENSG00000144036.10",105,119,264,315,176,166
"ENSG00000116096.5",400,366,242,335,254,129
"ENSG00000135638.9",13,11,10,12,18,10
"ENSG00000144040.8",866,742,565,588,637,594
"ENSG00000135631.11",855,653,133,199,181,135
"ENSG00000214513.3",5,3,1,11,10,1
"ENSG00000135632.7",661,605,609,760,648,403
"ENSG00000135617.3",230,193,212,218,226,122
"ENSG00000135624.11",7600,6962,6272,8340,6705,2011
"ENSG00000163013.7",901,741,1003,1258,1035,993
"ENSG00000135625.6",5,7,4,29,17,2
"ENSG00000116127.13",1610,1414,1306,1565,1310,1139
"ENSG00000230002.2",103,107,51,94,45,57
"ENSG00000144034.10",302,275,244,373,289,89
"ENSG00000273245.1",13,11,16,12,24,9
"ENSG00000144048.6",311,310,404,488,395,200
"ENSG00000187833.7",15,20,15,21,14,5
"ENSG00000124356.11",862,822,773,968,840,603
"ENSG00000114956.15",837,745,656,867,813,270
"ENSG00000237883.1",30,28,69,65,49,25
"ENSG00000235499.1",126,80,124,127,127,104
"ENSG00000255989.1",66,77,53,73,66,56
"ENSG00000187605.11",3245,2863,2922,3862,2910,2309
"ENSG00000257800.1",65,66,81,100,128,124
"ENSG00000163170.7",670,606,544,746,586,213
"ENSG00000225439.2",308,251,393,497,283,186
"ENSG00000114978.13",3079,2734,2379,2822,2166,1137
"ENSG00000065911.7",3902,3494,4402,5380,4283,1751
"ENSG00000188687.11",26,23,51,49,32,27
"ENSG00000204843.8",2114,1900,2016,2538,2109,1279
"ENSG00000237737.1",12,7,5,11,8,13
"ENSG00000159239.7",23,24,22,29,50,24
"ENSG00000005448.12",283,246,274,413,492,152
"ENSG00000114993.11",149,137,181,238,201,162
"ENSG00000115274.10",331,274,258,342,271,232
"ENSG00000239779.2",138,122,101,154,100,82
"ENSG00000115275.7",1957,1786,1614,2427,2030,1007
"ENSG00000204822.6",19,30,37,40,31,20
"ENSG00000135637.9",341,233,296,373,310,236
"ENSG00000115282.15",500,433,543,632,521,497
"ENSG00000179528.11",44,45,66,69,72,68
"ENSG00000258821.1",14,8,9,10,9,11
"ENSG00000257702.3",72,56,31,74,110,81
"ENSG00000115289.8",419,351,304,365,263,143
"ENSG00000115297.9",9,7,6,11,15,10
"ENSG00000144045.9",23,25,25,46,27,20
"ENSG00000115307.12",1608,1472,1207,1686,1341,837
"ENSG00000115317.7",532,442,471,657,633,224
"ENSG00000115318.7",97,81,82,134,114,121
"ENSG00000115325.9",308,323,362,464,337,188
"ENSG00000159374.13",24,19,27,33,33,24
"ENSG00000135622.8",42,24,76,121,115,54
"ENSG00000272711.1",30,9,11,19,29,7
"ENSG00000159399.5",6438,5848,6363,8229,6566,3534
"ENSG00000204792.2",36,36,85,100,136,203
"ENSG00000236209.1",2,2,14,29,38,37
"ENSG00000230836.1",1,8,9,6,11,27
"ENSG00000115350.7",133,182,181,268,314,113
"ENSG00000115353.6",14,4,9,22,27,41
"ENSG00000115363.9",6,6,0,14,13,2
"ENSG00000115364.9",859,794,725,915,671,310
"ENSG00000005436.9",409,379,332,347,333,247
"ENSG00000270696.1",142,120,112,92,89,55
"ENSG00000271452.1",8,7,13,7,8,12
"ENSG00000270462.1",15,7,8,11,5,8
"ENSG00000200488.1",172,229,150,219,354,99
"ENSG00000176204.9",28,23,5,28,17,7
"ENSG00000229494.1",53,44,14,21,24,29
"ENSG00000214429.3",64,43,24,24,51,39
"ENSG00000270470.1",60,54,16,21,17,16
"ENSG00000066032.14",15,16,10,33,32,20
"ENSG00000162951.6",165,153,7,23,18,4
"ENSG00000163541.7",1360,1247,1075,1223,1079,314
"ENSG00000115423.14",54,43,30,117,88,31
"ENSG00000186854.6",18,34,18,30,60,33
"ENSG00000034510.4",6341,5677,2848,3557,5704,2710
"ENSG00000176407.13",1127,985,608,935,700,583
"ENSG00000152284.4",21,26,15,28,21,25
"ENSG00000246575.2",51,38,44,30,36,63
"ENSG00000152291.9",3392,2938,3568,4713,3762,2617
"ENSG00000042445.9",692,570,455,643,399,238
"ENSG00000115459.13",413,349,300,338,282,202
"ENSG00000042493.11",2105,1784,1432,1922,939,406
"ENSG00000152292.12",41,27,23,33,32,14
"ENSG00000229648.1",25,20,16,8,18,31
"ENSG00000168906.8",9714,8504,5353,6330,5062,4125
"ENSG00000115486.7",815,767,608,885,817,547
"ENSG00000118640.6",652,612,623,921,838,251
"ENSG00000168899.4",18,17,21,17,28,18
"ENSG00000168894.5",1212,1182,963,1148,946,348
"ENSG00000168890.9",205,161,168,246,215,137
"ENSG00000168883.15",2266,2059,1578,2268,1675,627
"ENSG00000168887.6",957,852,854,1042,1074,763
"ENSG00000168878.12",11,17,10,17,24,18
"ENSG00000115523.12",6,7,10,48,32,24
"ENSG00000168874.8",16,8,10,18,33,14
"ENSG00000115525.12",407,343,99,156,203,144
"ENSG00000068654.11",2595,2355,2834,3442,3042,2044
"ENSG00000132300.14",3023,2591,2695,2909,2487,1526
"ENSG00000208772.1",64,66,59,75,57,19
"ENSG00000132305.16",4288,4049,3581,4648,3982,2102
"ENSG00000273080.1",20,17,25,25,20,8
"ENSG00000132313.10",825,762,879,1074,967,600
"ENSG00000068615.12",58,48,59,72,83,88
"ENSG00000115548.12",4964,4355,4591,5354,5631,3701
"ENSG00000115561.10",253,213,310,366,392,200
"ENSG00000228363.2",68,68,57,42,39,56
"ENSG00000239305.2",215,227,303,366,249,163
"ENSG00000153561.8",2095,1978,2777,3566,2920,1655
"ENSG00000233673.2",30,21,22,46,24,15
"ENSG00000231259.3",255,241,109,152,117,80
"ENSG00000204745.3",50,50,43,76,63,37
"ENSG00000222041.6",1362,1166,1228,1639,1322,618
"ENSG00000273445.1",64,45,39,49,78,54
"ENSG00000214354.3",19,6,6,14,16,10
"ENSG00000265507.1",14,6,12,18,16,21
"ENSG00000225933.1",10,14,14,6,12,30
"ENSG00000234231.2",84,81,137,181,156,94
"ENSG00000185304.12",190,129,136,165,121,100
"ENSG00000222724.1",8,6,14,7,13,12
"ENSG00000172086.7",68,60,28,40,43,24
"ENSG00000115593.10",9,13,11,25,18,5
"ENSG00000144115.12",18,21,10,18,11,13
"ENSG00000172073.3",6,3,3,10,16,19
"ENSG00000172071.7",455,411,406,547,466,389
"ENSG00000234028.3",62,58,64,93,68,60
"ENSG00000153574.8",426,383,292,372,250,113
"ENSG00000230006.3",13,15,11,9,13,11
"ENSG00000233991.2",28,29,34,60,37,23
"ENSG00000143429.5",216,224,262,347,266,247
"ENSG00000230572.1",46,42,45,80,69,37
"ENSG00000223703.1",3,1,3,22,20,1
"ENSG00000232531.2",10,15,7,9,16,5
"ENSG00000236969.2",2,10,3,14,7,3
"ENSG00000223564.1",53,47,479,471,549,451
"ENSG00000232502.1",32,33,187,221,201,226
"ENSG00000235571.1",34,33,323,291,329,505
"ENSG00000204717.4",26,24,260,232,224,324
"ENSG00000229089.2",156,110,1001,928,858,1224
"ENSG00000259848.4",469,365,2637,3009,2893,3114
"ENSG00000163060.6",19,18,57,72,55,44
"ENSG00000237055.1",3,9,30,34,46,28
"ENSG00000232128.1",9,4,34,37,45,37
"ENSG00000233158.1",3,2,35,40,13,35
"ENSG00000231331.1",3,6,40,53,35,30
"ENSG00000232594.1",1,0,21,15,17,22
"ENSG00000144029.7",1837,1646,1604,1792,1468,960
"ENSG00000144026.7",610,525,512,549,534,533
"ENSG00000163067.10",91,105,110,143,110,63
"ENSG00000155066.11",7,16,12,30,18,17
"ENSG00000115041.8",3,7,7,12,10,8
"ENSG00000115042.5",627,528,485,637,556,342
"ENSG00000226185.1",8,6,1,12,10,3
"ENSG00000232717.1",11,5,6,16,11,3
"ENSG00000237510.3",5,9,5,21,10,12
"ENSG00000232931.1",49,42,102,117,119,165
"ENSG00000174501.10",1249,1039,1282,1477,1267,1586
"ENSG00000231584.4",74,52,44,71,88,59
"ENSG00000186281.8",18,25,16,41,40,28
"ENSG00000222040.3",22,9,6,22,12,5
"ENSG00000158050.4",7,4,6,10,14,9
"ENSG00000084090.9",1928,1722,1700,2336,2316,1141
"ENSG00000204685.5",96,105,100,118,83,91
"ENSG00000135956.4",528,500,573,751,799,486
"ENSG00000144021.2",1478,1302,1550,1786,1601,902
"ENSG00000144028.10",16141,14833,12584,16779,13710,6443
"ENSG00000230747.1",34,24,9,31,9,7
"ENSG00000198885.5",117,111,109,120,94,54
"ENSG00000121152.5",1793,1570,1355,1537,1251,725
"ENSG00000196843.11",226,165,185,247,236,197
"ENSG00000114982.13",2520,2340,2353,2776,2351,2034
"ENSG00000249715.5",52,45,35,87,94,44
"ENSG00000114988.7",357,298,246,383,291,135
"ENSG00000158158.7",671,600,451,591,496,318
"ENSG00000168763.11",1193,992,860,1087,934,686
"ENSG00000163126.10",47,48,32,51,42,67
"ENSG00000213337.4",524,530,326,362,370,281
"ENSG00000168758.6",6830,5883,3003,3700,4268,3576
"ENSG00000168754.9",6581,5613,7440,11464,3372,2015
"ENSG00000188383.7",15,9,20,17,24,21
"ENSG00000144199.7",401,339,422,538,438,199
"ENSG00000135976.12",1397,1161,1284,1441,1239,1345
"ENSG00000196912.8",678,501,653,810,615,641
"ENSG00000235833.1",13,5,12,13,8,6
"ENSG00000135940.2",2629,2495,2229,2820,2275,868
"ENSG00000115073.6",1467,1245,1162,1507,1110,697
"ENSG00000228486.5",82,72,79,91,62,67
"ENSG00000115085.9",27,24,32,65,43,40
"ENSG00000075568.12",1661,1460,1707,2116,2110,1816
"ENSG00000235734.3",20,19,14,19,10,21
"ENSG00000168658.14",29,24,18,48,52,23
"ENSG00000144191.7",21,10,8,27,40,8
"ENSG00000040933.11",1376,1195,1744,2155,1828,1381
"ENSG00000183513.4",465,407,431,527,431,328
"ENSG00000115446.7",364,390,297,432,355,205
"ENSG00000071073.8",22,9,14,40,37,12
"ENSG00000196872.6",16,15,13,38,39,11
"ENSG00000135951.10",56,55,52,89,75,61
"ENSG00000241962.5",10,5,6,25,9,6
"ENSG00000273045.1",15,10,7,15,20,10
"ENSG00000144182.12",63,44,47,67,37,40
"ENSG00000158411.6",287,269,295,294,242,163
"ENSG00000185674.5",5,15,8,24,16,14
"ENSG00000144214.5",22,17,24,31,37,40
"ENSG00000115514.7",283,257,272,284,276,153
"ENSG00000158417.6",1995,1710,2275,2631,2427,2114
"ENSG00000135945.5",1321,1150,1026,1256,1043,966
"ENSG00000273306.1",21,22,27,50,35,19
"ENSG00000144218.14",18,25,13,61,42,23
"ENSG00000170500.8",355,303,277,278,354,344
"ENSG00000115526.6",449,385,340,500,395,250
"ENSG00000115539.9",176,118,114,190,149,81
"ENSG00000170485.12",16,15,18,38,30,8
"ENSG00000071082.6",14179,13454,11528,13442,10613,4820
"ENSG00000204634.8",189,133,191,239,274,259
"ENSG00000272902.1",3,1,13,6,24,10
"ENSG00000158435.3",1025,856,1004,1429,1192,708
"ENSG00000163162.4",740,666,730,874,646,514
"ENSG00000175874.5",3,10,9,20,15,5
"ENSG00000196460.8",14,6,4,18,9,6
"ENSG00000071054.11",3290,2725,3187,4370,2961,2001
"ENSG00000115590.9",5,5,7,14,15,5
"ENSG00000115594.7",95,95,3,1,18,6
"ENSG00000115598.5",11,10,7,3,19,5
"ENSG00000115602.12",39,32,12,41,25,11
"ENSG00000115604.6",35,23,76,87,95,74
"ENSG00000115607.5",29,19,7,13,16,20
"ENSG00000180251.4",14,11,11,31,25,8
"ENSG00000115616.2",227,207,32,50,31,12
"ENSG00000135953.6",320,279,225,323,240,181
"ENSG00000170417.10",89,72,83,140,127,47
"ENSG00000198914.2",6,3,5,20,11,5
"ENSG00000135972.4",573,518,513,622,446,283
"ENSG00000135973.1",3,11,7,13,10,4
"ENSG00000135966.8",708,649,655,757,661,456
"ENSG00000235319.1",11,6,4,10,11,7
"ENSG00000272994.1",94,52,60,96,106,62
"ENSG00000135974.5",635,591,531,608,490,382
"ENSG00000115641.14",197,177,876,1202,909,527
"ENSG00000238273.3",13,7,35,55,37,37
"ENSG00000071051.9",293,282,373,417,401,242
"ENSG00000115652.10",689,591,434,550,406,253
"ENSG00000153165.14",54,39,29,81,74,32
"ENSG00000214199.3",34,30,18,51,39,20
"ENSG00000144057.11",9,6,11,15,13,8
"ENSG00000237880.1",1,5,17,10,16,14
"ENSG00000196862.8",42,29,19,60,67,24
"ENSG00000115665.4",6,7,9,15,18,9
"ENSG00000196228.2",7,12,4,6,7,12
"ENSG00000198203.5",11,9,11,16,19,6
"ENSG00000198075.5",18,5,4,11,7,8
"ENSG00000135968.15",1125,1144,1227,1259,1178,1119
"ENSG00000214184.3",46,33,38,56,48,19
"ENSG00000169756.12",2319,2160,2692,3343,3548,1660
"ENSG00000228763.1",19,10,16,15,15,23
"ENSG00000153201.11",4200,3771,4045,4993,4460,2590
"ENSG00000163006.7",332,294,292,321,280,225
"ENSG00000227470.1",1,3,6,10,10,9
"ENSG00000135960.5",9,9,4,23,20,6
"ENSG00000172985.8",13,10,9,28,32,14
"ENSG00000186522.10",16,12,9,17,21,6
"ENSG00000198142.3",14,4,8,23,25,9
"ENSG00000144061.8",11,12,12,10,15,11
"ENSG00000175701.6",197,170,164,151,127,69
"ENSG00000257207.4",41,37,41,55,52,16
"ENSG00000216867.2",23,15,27,21,13,29
"ENSG00000169679.10",7403,6411,6792,8045,5361,2917
"ENSG00000153093.14",182,136,197,214,142,132
"ENSG00000204581.2",9,11,10,12,12,9
"ENSG00000153094.17",282,261,348,425,236,273
"ENSG00000230499.1",10,7,29,26,25,28
"ENSG00000172965.10",1362,1246,1507,1723,1434,1203
"ENSG00000227992.1",17,21,27,34,42,55
"ENSG00000271590.1",20,11,30,34,35,42
"ENSG00000229118.1",18,20,20,36,10,21
"ENSG00000270190.1",41,16,37,29,47,52
"ENSG00000226928.1",21,21,30,25,30,55
"ENSG00000266139.1",4,3,12,12,5,11
"ENSG00000223973.2",13,15,15,14,22,21
"ENSG00000240350.1",52,38,34,74,70,85
"ENSG00000224959.1",166,127,164,170,193,130
"ENSG00000228615.1",4,5,6,10,12,12
"ENSG00000153107.7",2078,1814,2092,2569,2015,1303
"ENSG00000153208.12",90,103,314,444,327,233
"ENSG00000153214.5",510,404,559,718,579,381
"ENSG00000144152.8",21,14,9,28,20,9
"ENSG00000144161.8",334,295,435,545,422,338
"ENSG00000188177.9",571,516,588,706,613,547
"ENSG00000235258.1",36,33,26,27,29,18
"ENSG00000169629.7",35,23,21,48,49,22
"ENSG00000114999.7",1147,1059,1298,1648,1330,844
"ENSG00000125630.11",777,726,879,1175,845,405
"ENSG00000125611.11",307,300,192,297,233,80
"ENSG00000228251.1",8,7,10,19,8,9
"ENSG00000237753.1",32,36,17,26,35,22
"ENSG00000144136.6",4771,4334,2782,3986,5211,2586
"ENSG00000144130.7",198,157,42,31,168,196
"ENSG00000169607.8",758,637,848,891,745,518
"ENSG00000115008.5",16,19,41,51,43,37
"ENSG00000125538.7",16,24,65,70,44,51
"ENSG00000136696.6",3,2,1,20,15,6
"ENSG00000125637.11",1242,1045,1343,1773,1640,1386
"ENSG00000189223.9",645,615,731,891,909,717
"ENSG00000125618.12",232,189,219,245,229,240
"ENSG00000258395.1",4,6,3,11,1,10
"ENSG00000136682.10",433,309,423,478,420,294
"ENSG00000184492.5",20,12,10,56,37,22
"ENSG00000225398.2",16,16,13,14,24,22
"ENSG00000146556.10",437,347,464,546,460,499
"ENSG00000236397.2",120,95,103,94,147,112
"ENSG00000240356.2",55,69,80,107,91,91
"ENSG00000144134.14",59,53,55,71,80,65
"ENSG00000115084.8",854,744,872,1063,933,550
"ENSG00000270019.1",64,50,46,35,46,59
"ENSG00000115091.7",3914,3419,4491,5431,4556,2073
"ENSG00000175497.12",23,16,13,34,39,11
"ENSG00000088205.8",1704,1468,1529,1976,1890,1017
"ENSG00000236255.1",91,92,142,140,143,128
"ENSG00000125633.6",727,620,494,664,571,471
"ENSG00000235066.4",32,18,15,11,16,11
"ENSG00000273185.1",14,9,5,17,0,3
"ENSG00000125629.10",286,270,226,264,275,173
"ENSG00000163064.6",21,11,45,91,142,125
"ENSG00000019169.9",13,12,12,17,13,3
"ENSG00000115107.15",432,387,473,673,422,269
"ENSG00000229867.1",29,32,15,10,14,13
"ENSG00000186132.10",51,40,63,66,53,16
"ENSG00000155368.12",401,315,395,464,367,151
"ENSG00000171227.6",20,17,6,12,6,4
"ENSG00000080293.5",13,6,4,12,13,4
"ENSG00000163075.8",23,26,22,29,30,22
"ENSG00000144120.8",236,188,238,301,208,99
"ENSG00000088179.4",492,381,405,463,475,348
"ENSG00000115109.9",642,584,526,560,451,304
"ENSG00000226479.3",302,257,314,414,407,203
"ENSG00000144118.9",1307,1045,910,1024,841,500
"ENSG00000074047.16",29,27,16,48,53,15
"ENSG00000115112.7",19,13,8,27,46,49
"ENSG00000074054.13",2714,2473,2655,2991,2570,1936
"ENSG00000265451.1",5,17,11,5,15,8
"ENSG00000264229.1",10,13,12,8,15,11
"ENSG00000236859.2",276,192,206,261,237,173
"ENSG00000230993.1",21,30,16,16,35,10
"ENSG00000155438.7",423,433,508,649,508,208
"ENSG00000211460.7",1126,1005,1028,1347,974,495
"ENSG00000155052.14",24,18,11,53,31,9
"ENSG00000226813.2",4,5,6,15,10,14
"ENSG00000235774.1",19,38,27,27,36,30
"ENSG00000136732.10",3848,3451,1620,2213,1738,739
"ENSG00000235128.1",67,43,34,26,39,41
"ENSG00000136717.10",128,83,51,81,72,41
"ENSG00000186684.8",9,7,6,18,16,7
"ENSG00000163161.8",1013,880,820,990,877,604
"ENSG00000169967.12",861,761,815,963,744,643
"ENSG00000115718.13",5,8,10,18,17,19
"ENSG00000163166.9",1664,1351,1346,1618,1348,1042
"ENSG00000231731.3",67,31,45,36,23,38
"ENSG00000169994.14",54,36,29,87,83,29
"ENSG00000072163.14",16,18,6,17,21,8
"ENSG00000136709.7",1598,1410,1679,2247,1894,1179
"ENSG00000270081.1",185,164,248,245,249,206
"ENSG00000144231.6",606,592,613,781,708,388
"ENSG00000144233.5",522,418,465,659,530,286
"ENSG00000272667.1",65,32,41,62,77,34
"ENSG00000136715.13",912,749,662,935,752,499
"ENSG00000136731.8",3130,2894,2094,3071,3176,1702
"ENSG00000136720.6",237,203,319,474,298,159
"ENSG00000180178.6",7,10,19,19,27,22
"ENSG00000196604.7",87,87,159,249,171,190
"ENSG00000223760.4",341,310,277,288,331,525
"ENSG00000152076.14",279,211,280,280,320,413
"ENSG00000136699.15",2874,2512,2310,3058,2428,1845
"ENSG00000152082.9",1516,1406,1177,1338,1035,702
"ENSG00000265280.1",15,7,9,15,15,24
"ENSG00000152086.7",21,15,12,23,38,11
"ENSG00000213225.6",85,58,100,118,118,93
"ENSG00000136710.5",319,358,452,549,413,226
"ENSG00000136718.5",884,797,780,1036,880,394
"ENSG00000072135.8",1098,888,1080,1333,1137,931
"ENSG00000178162.4",10,12,21,14,22,27
"ENSG00000196834.7",31,30,31,29,11,10
"ENSG00000222038.3",13,5,14,23,19,8
"ENSG00000178171.6",17,15,12,24,17,9
"ENSG00000136002.12",48,28,26,88,59,35
"ENSG00000152102.13",2144,2010,2203,2845,2456,1500
"ENSG00000115762.12",1460,1253,1659,1974,1396,697
"ENSG00000230450.1",47,40,48,83,54,99
"ENSG00000225448.1",18,25,17,19,17,22
"ENSG00000236956.1",149,130,160,162,167,159
"ENSG00000248796.1",127,101,106,90,104,95
"ENSG00000188219.10",590,444,828,809,847,1171
"ENSG00000212199.1",17,7,3,9,10,2
"ENSG00000178206.3",515,369,776,745,925,912
"ENSG00000231431.3",458,342,799,756,774,998
"ENSG00000236516.1",232,151,296,312,366,549
"ENSG00000217950.3",7,5,8,31,13,8
"ENSG00000173272.9",2682,2457,1767,2313,1863,1051
"ENSG00000075886.10",31,43,26,66,60,53
"ENSG00000152117.13",1886,1670,1094,1121,1150,1196
"ENSG00000163040.10",395,343,225,291,225,216
"ENSG00000224679.1",61,57,12,29,7,1
"ENSG00000204434.4",647,527,348,358,135,134
"ENSG00000224559.2",147,108,89,70,26,23
"ENSG00000270930.1",105,72,59,59,19,27
"ENSG00000197927.8",22,13,19,26,23,16
"ENSG00000213222.3",35,38,16,45,51,35
"ENSG00000018607.5",23,11,11,44,42,11
"ENSG00000272769.1",79,67,67,56,70,63
"ENSG00000230992.2",32,29,3,2,3,7
"ENSG00000176771.11",27,22,27,64,40,15
"ENSG00000152127.4",1094,945,1322,1837,1745,1034
"ENSG00000263813.1",13,5,5,13,15,4
"ENSG00000234060.1",7,9,14,5,13,3
"ENSG00000152128.13",16,13,285,373,493,365
"ENSG00000224043.3",24,21,26,12,18,20
"ENSG00000153086.9",10,5,14,16,18,14
"ENSG00000082258.8",1050,984,975,1124,1070,783
"ENSG00000176601.7",15,9,10,23,40,13
"ENSG00000115839.13",1790,1732,2022,2469,1754,1182
"ENSG00000121988.13",479,400,449,499,467,361
"ENSG00000235651.1",51,53,50,59,51,87
"ENSG00000048991.12",1463,1290,1521,1879,1320,1320
"ENSG00000144224.12",2381,2202,2289,2767,2175,1717
"ENSG00000115850.5",20,22,20,42,20,21
"ENSG00000076003.4",3011,2684,2860,3339,2789,1051
"ENSG00000115866.6",3282,2840,2458,2714,2445,1087
"ENSG00000231890.3",81,70,56,80,80,94
"ENSG00000121966.6",8,4,5,11,16,5
"ENSG00000144229.7",33,17,19,46,68,24
"ENSG00000150540.9",44,36,17,31,42,35
"ENSG00000234645.2",13,13,16,23,12,15
"ENSG00000232915.1",34,26,27,29,18,18
"ENSG00000228043.1",102,66,110,97,95,103
"ENSG00000230569.1",29,18,22,31,19,31
"ENSG00000144228.4",222,197,345,350,271,200
"ENSG00000241772.2",6,5,8,13,6,14
"ENSG00000260059.1",3,6,10,23,13,14
"ENSG00000229131.1",57,30,3,2,3,4
"ENSG00000168702.12",84,54,41,121,94,42
"ENSG00000115919.10",71,76,160,160,137,78
"ENSG00000075884.8",21,26,114,177,21,13
"ENSG00000121964.10",185,141,206,258,216,158
"ENSG00000169554.12",3561,3089,3232,3744,4241,3378
"ENSG00000213410.2",31,19,21,18,37,34
"ENSG00000176824.2",162,105,119,141,139,190
"ENSG00000238057.4",135,91,102,118,109,96
"ENSG00000121989.10",55,44,130,144,101,54
"ENSG00000115947.9",965,782,871,1009,893,480
"ENSG00000204406.7",305,338,482,520,538,486
