"gene_id","WT_1","WT_2","IR1_1","IR1_2","IR2_1","IR2_2"
"ENSG00000165474.5",5,2,2,17,11,5
"ENSG00000165475.9",191,157,161,226,137,35
"ENSG00000032742.13",219,264,203,236,230,173
"ENSG00000238286.1",22,13,13,9,16,16
"ENSG00000172458.4",23,23,6,11,18,11
"ENSG00000150456.6",30,18,49,51,67,22
"ENSG00000132953.12",1026,897,826,1081,974,609
"ENSG00000213621.3",24,19,13,18,16,3
"ENSG00000150457.7",221,171,142,180,208,142
"ENSG00000150459.8",810,713,620,902,769,306
"ENSG00000165480.11",351,294,365,452,396,193
"ENSG00000173141.4",371,344,304,388,363,128
"ENSG00000233325.3",15,30,17,16,11,19
"ENSG00000215571.4",6,7,5,14,12,1
"ENSG00000180776.11",255,268,249,292,208,121
"ENSG00000165487.9",540,433,419,508,371,222
"ENSG00000226525.4",10,10,8,11,8,3
"ENSG00000151835.9",1596,1328,1336,1473,1115,789
"ENSG00000127863.11",10,8,5,17,19,6
"ENSG00000027001.7",276,248,169,247,197,86
"ENSG00000196593.5",54,23,70,102,20,56
"ENSG00000182957.11",27,26,7,17,20,3
"ENSG00000102699.5",1401,1170,1618,1919,1559,990
"ENSG00000075673.7",12,20,12,26,33,14
"ENSG00000132972.14",30,29,672,803,656,519
"ENSG00000151849.10",921,739,1040,1174,1256,1168
"ENSG00000151846.7",22,14,14,28,40,15
"ENSG00000165566.11",9,11,7,23,23,8
"ENSG00000139505.10",214,212,182,225,180,81
"ENSG00000139496.11",2672,2413,2043,2311,2089,1353
"ENSG00000132932.12",33,34,24,38,20,21
"ENSG00000127870.12",567,471,449,563,625,335
"ENSG00000132964.7",623,471,476,702,540,284
"ENSG00000132970.8",17,14,17,40,26,14
"ENSG00000132975.6",1,3,5,17,10,3
"ENSG00000152484.9",823,808,475,552,565,361
"ENSG00000232162.1",24,21,13,12,15,14
"ENSG00000122026.6",5168,5637,4804,5467,4721,1115
"ENSG00000122035.6",54,39,17,12,24,19
"ENSG00000122034.8",1213,1037,866,1085,965,516
"ENSG00000122033.10",290,218,215,239,206,153
"ENSG00000139517.6",222,174,187,215,228,97
"ENSG00000186184.11",1606,1457,1191,1520,1073,542
"ENSG00000169840.4",5,4,3,13,13,6
"ENSG00000122025.10",27,13,14,34,16,11
"ENSG00000261485.1",39,21,23,38,46,22
"ENSG00000152520.9",1093,970,879,1038,952,850
"ENSG00000232587.1",86,57,65,80,54,72
"ENSG00000102755.6",95,83,54,79,288,170
"ENSG00000132963.7",836,852,845,1246,1244,241
"ENSG00000139508.10",21,13,9,13,32,21
"ENSG00000233588.1",11,11,6,13,15,6
"ENSG00000132938.14",31,16,56,53,42,25
"ENSG00000139514.8",2033,1866,2255,3299,2913,1711
"ENSG00000122042.9",80,74,65,70,74,38
"ENSG00000102781.9",475,401,377,422,365,303
"ENSG00000215049.3",20,11,9,6,3,7
"ENSG00000189403.10",4420,3862,3591,3978,3207,1948
"ENSG00000132952.7",300,287,324,379,334,220
"ENSG00000102802.5",9,8,5,14,11,2
"ENSG00000120694.15",960,847,741,903,984,508
"ENSG00000187676.7",100,104,111,171,121,76
"ENSG00000133105.3",13,7,4,12,16,5
"ENSG00000073910.15",51,45,38,93,92,48
"ENSG00000189167.7",12,8,7,11,13,2
"ENSG00000139618.10",482,411,505,539,620,459
"ENSG00000139597.12",8,13,5,19,17,8
"ENSG00000244754.4",1125,954,1090,1140,1098,1042
"ENSG00000083642.14",955,842,969,1063,886,615
"ENSG00000133116.6",17,15,9,34,23,11
"ENSG00000133121.16",21,24,32,54,84,49
"ENSG00000133119.8",700,641,606,798,613,310
"ENSG00000172915.14",37,35,27,77,73,18
"ENSG00000133083.10",24,25,17,57,75,20
"ENSG00000120669.11",30,23,53,37,45,28
"ENSG00000242715.3",85,50,99,96,58,42
"ENSG00000133104.8",958,795,803,1059,908,447
"ENSG00000133101.5",5,10,3,16,6,8
"ENSG00000133111.3",75,73,69,101,84,46
"ENSG00000120693.9",15,12,4,10,18,11
"ENSG00000120697.4",251,258,216,269,248,107
"ENSG00000120699.8",609,574,596,769,596,354
"ENSG00000102710.15",1060,886,975,1129,827,564
"ENSG00000133110.10",5,7,6,22,21,3
"ENSG00000133107.10",17,7,7,33,32,9
"ENSG00000120686.7",531,455,573,638,540,420
"ENSG00000150893.9",30,34,21,61,52,24
"ENSG00000133115.7",6,2,6,12,11,1
"ENSG00000120685.15",851,711,652,885,764,613
"ENSG00000188811.8",398,341,353,440,331,205
"ENSG00000133103.12",433,420,538,724,463,254
"ENSG00000150907.6",123,112,22,23,34,16
"ENSG00000102738.6",355,305,253,328,285,173
"ENSG00000102743.10",326,257,199,284,205,69
"ENSG00000207652.1",50,43,39,26,29,14
"ENSG00000120690.9",877,753,1029,1243,1099,709
"ENSG00000229473.2",23,26,20,15,26,29
"ENSG00000120688.7",231,170,234,250,216,152
"ENSG00000165572.6",263,300,257,307,258,123
"ENSG00000120696.8",259,266,253,338,247,145
"ENSG00000120662.11",206,185,212,282,166,143
"ENSG00000172766.14",378,381,281,343,352,213
"ENSG00000102760.12",182,171,134,178,250,109
"ENSG00000102763.11",916,853,1107,1249,1057,826
"ENSG00000229696.1",16,17,14,17,14,8
"ENSG00000102780.12",372,333,461,604,533,450
"ENSG00000237263.1",22,9,11,22,19,15
"ENSG00000023516.7",1945,1744,1929,2257,2366,1667
"ENSG00000120659.10",2,3,5,13,11,7
"ENSG00000133106.10",25,14,7,25,20,13
"ENSG00000120675.4",13,5,77,93,79,41
"ENSG00000120658.8",8,6,8,32,30,8
"ENSG00000151773.8",1,2,19,13,24,13
"ENSG00000179630.6",9,10,9,26,16,16
"ENSG00000179611.2",12,15,12,28,19,7
"ENSG00000102804.10",909,699,1943,2540,2021,1293
"ENSG00000083635.7",145,126,126,169,136,94
"ENSG00000133114.13",414,369,395,398,316,297
"ENSG00000265802.1",10,6,4,14,4,9
"ENSG00000188342.7",550,458,763,841,624,393
"ENSG00000180332.5",30,19,29,40,17,32
"ENSG00000253051.1",30,28,30,23,29,27
"ENSG00000133112.12",9325,8714,6881,8072,6720,2635
"ENSG00000170919.11",260,213,210,215,259,279
"ENSG00000228886.1",8,15,22,22,28,31
"ENSG00000174032.12",116,117,95,114,91,61
"ENSG00000136152.10",644,456,542,617,546,416
"ENSG00000165837.7",19,6,9,31,17,8
"ENSG00000174015.5",6,4,3,21,13,10
"ENSG00000123200.12",1414,1251,1473,1889,1459,1169
"ENSG00000235903.3",3,4,14,11,17,15
"ENSG00000080618.9",14,11,10,27,24,25
"ENSG00000136167.9",4320,3916,4714,6021,4485,2028
"ENSG00000173988.8",4,6,7,14,22,9
"ENSG00000102445.14",3,10,2,13,17,12
"ENSG00000136141.10",483,333,366,535,427,328
"ENSG00000139684.9",1225,1186,1167,1378,991,378
"ENSG00000102468.6",9,6,10,17,13,3
"ENSG00000136143.9",378,347,351,439,348,130
"ENSG00000136159.3",141,147,173,216,160,59
"ENSG00000136146.10",198,183,200,251,148,134
"ENSG00000136156.8",543,522,805,1105,985,360
"ENSG00000231473.2",18,20,12,26,13,9
"ENSG00000139687.9",737,654,821,1094,876,550
"ENSG00000238086.4",38,30,29,32,59,38
"ENSG00000139679.11",32,32,33,61,44,70
"ENSG00000136161.8",33,25,30,70,67,21
"ENSG00000225131.1",7,3,13,18,1,6
"ENSG00000102531.12",874,803,886,1103,846,555
"ENSG00000223724.1",12,10,12,15,2,15
"ENSG00000102539.4",9,12,10,12,9,6
"ENSG00000102543.10",87,92,91,122,107,63
"ENSG00000102547.14",93,62,47,49,26,11
"ENSG00000136169.12",446,365,343,466,270,190
"ENSG00000136147.12",60,59,94,142,98,65
"ENSG00000136144.7",301,275,227,315,213,111
"ENSG00000152213.3",12,19,39,55,42,29
"ENSG00000123179.9",489,458,241,377,274,77
"ENSG00000102753.5",690,648,539,600,482,248
"ENSG00000123178.10",189,157,163,232,180,93
"ENSG00000204977.5",455,400,336,428,366,224
"ENSG00000198553.4",12,16,30,6,24,20
"ENSG00000231607.4",167,104,122,121,164,109
"ENSG00000176124.7",780,593,784,904,729,551
"ENSG00000214359.3",20,10,29,9,29,17
"ENSG00000232150.3",8,6,5,18,4,11
"ENSG00000223676.1",9,11,11,7,11,3
"ENSG00000229323.1",26,28,40,37,57,43
"ENSG00000186047.9",27,26,42,64,71,66
"ENSG00000237152.2",6,5,7,9,12,12
"ENSG00000233672.2",31,30,25,34,10,18
"ENSG00000136104.14",461,421,397,524,469,215
"ENSG00000123201.10",11,9,21,18,16,42
"ENSG00000150510.11",8,14,8,24,18,3
"ENSG00000253309.2",26,20,38,50,39,34
"ENSG00000102786.10",699,599,751,899,907,702
"ENSG00000270101.1",13,12,27,34,42,11
"ENSG00000236778.3",14,7,20,29,22,16
"ENSG00000224892.2",7,2,7,3,13,13
"ENSG00000139668.7",524,415,490,618,439,349
"ENSG00000224451.2",14,10,15,7,23,7
"ENSG00000102796.6",89,73,57,89,114,71
"ENSG00000231856.1",14,9,17,8,17,9
"ENSG00000232872.2",30,21,41,46,30,39
"ENSG00000123191.9",2259,1837,1723,2271,1458,1088
"ENSG00000236044.1",20,11,13,17,16,3
"ENSG00000253710.1",195,157,198,210,184,153
"ENSG00000253797.2",313,263,353,413,415,368
"ENSG00000197168.7",32,17,35,59,33,31
"ENSG00000136098.12",50,55,60,53,53,34
"ENSG00000243406.2",56,51,42,53,51,47
"ENSG00000272281.2",150,134,265,301,261,315
"ENSG00000136114.11",19,15,41,67,79,36
"ENSG00000136100.8",825,749,622,747,459,387
"ENSG00000136108.10",1033,858,857,995,750,503
"ENSG00000139675.10",32,34,39,41,36,36
"ENSG00000165416.10",871,694,700,866,725,499
"ENSG00000136099.9",18,7,11,25,23,15
"ENSG00000102837.6",15,1,4,15,9,2
"ENSG00000136149.6",44,35,33,73,43,22
"ENSG00000118946.7",18,14,13,29,32,7
"ENSG00000139734.13",1448,1282,1450,1678,1252,899
"ENSG00000227528.1",8,10,7,5,11,5
"ENSG00000223815.1",25,15,22,23,13,5
"ENSG00000083544.9",274,266,288,345,278,179
"ENSG00000197991.10",18,7,9,12,15,7
"ENSG00000237849.1",62,28,63,54,55,69
"ENSG00000227674.1",215,205,269,297,277,217
"ENSG00000184226.10",60,68,62,109,80,35
"ENSG00000237534.1",4,14,11,6,36,27
"ENSG00000224640.1",0,0,6,13,9,24
"ENSG00000165659.12",29,22,39,74,33,29
"ENSG00000204899.5",274,222,232,268,184,104
"ENSG00000136122.11",291,335,208,289,241,153
"ENSG00000083520.10",1328,1088,1114,1319,1136,672
"ENSG00000083535.11",544,469,639,692,471,445
"ENSG00000102554.9",26,23,34,46,38,19
"ENSG00000118922.12",4,10,2,17,0,6
"ENSG00000214249.3",11,5,9,26,20,10
"ENSG00000136111.8",529,496,1699,2265,1024,739
"ENSG00000188243.8",184,245,200,227,162,23
"ENSG00000118939.13",49,41,55,69,39,19
"ENSG00000261553.1",10,7,11,19,14,5
"ENSG00000261105.1",2,5,10,7,10,3
"ENSG00000136153.15",149,133,339,440,270,240
"ENSG00000178695.4",23,23,15,31,30,8
"ENSG00000102794.5",8,9,7,14,11,1
"ENSG00000102805.9",89,94,78,135,87,34
"ENSG00000005812.6",333,310,276,287,283,178
"ENSG00000005810.13",1822,1564,2033,2449,2045,1575
"ENSG00000136155.12",12,9,6,23,14,9
"ENSG00000139737.17",17,6,12,45,21,8
"ENSG00000136160.10",13,23,50,86,63,39
"ENSG00000152192.6",156,130,111,192,139,130
"ENSG00000152193.7",122,125,148,198,188,112
"ENSG00000139746.11",1288,1022,1309,1650,1246,993
"ENSG00000252496.1",17,12,12,8,7,13
"ENSG00000227354.2",14,31,25,30,33,23
"ENSG00000102471.9",488,463,398,577,418,185
"ENSG00000136158.6",249,221,270,393,276,165
"ENSG00000226683.2",7,8,17,23,14,20
"ENSG00000229309.2",82,42,7,5,5,9
"ENSG00000237148.1",19,10,0,0,3,5
"ENSG00000214182.5",40,17,33,37,41,19
"ENSG00000237099.1",11,5,17,15,30,16
"ENSG00000178235.6",13,14,32,56,56,33
"ENSG00000215037.2",1,2,20,15,4,6
"ENSG00000184564.8",33,30,6,16,23,4
"ENSG00000165300.6",17,18,10,14,12,8
"ENSG00000272046.1",33,23,0,0,2,0
"ENSG00000234384.1",15,16,320,285,304,325
"ENSG00000231674.1",2,2,9,15,18,23
"ENSG00000215417.6",910,745,915,1069,931,968
"ENSG00000179399.9",9,17,4,17,21,6
"ENSG00000232885.1",6,2,17,28,44,44
"ENSG00000236240.1",6,8,24,35,32,36
"ENSG00000183098.6",49,37,139,171,254,322
"ENSG00000252365.1",21,18,43,33,86,85
"ENSG00000080166.11",8,5,39,45,125,85
"ENSG00000088451.6",284,228,255,289,209,100
"ENSG00000152749.7",178,158,197,212,176,104
"ENSG00000125285.4",22,23,2,9,9,1
"ENSG00000227640.2",33,31,6,12,8,1
"ENSG00000125257.9",2873,2538,3531,4616,3305,2023
"ENSG00000223298.1",5,10,31,34,5,5
"ENSG00000134874.13",27,15,7,45,26,17
"ENSG00000247400.3",91,74,84,124,90,69
"ENSG00000102580.10",845,749,854,943,738,448
"ENSG00000232373.2",9,14,5,7,6,13
"ENSG00000102595.14",551,449,472,609,587,509
"ENSG00000185352.7",1,6,7,11,14,4
"ENSG00000233124.1",3,0,4,13,10,18
"ENSG00000139793.14",1074,924,2371,3069,2279,1469
"ENSG00000202290.1",5,8,21,30,25,25
"ENSG00000125249.6",265,238,469,513,370,219
"ENSG00000065150.14",4906,4663,3218,4148,3231,1438
"ENSG00000152767.11",52,52,48,70,75,55
"ENSG00000139797.7",6,2,2,16,19,4
"ENSG00000102572.10",1239,1098,973,1318,1217,986
"ENSG00000271437.1",29,14,8,27,33,15
"ENSG00000224418.1",9,7,10,15,8,6
"ENSG00000088386.11",12,9,11,27,16,9
"ENSG00000088387.13",1468,1343,827,1031,748,577
"ENSG00000260992.1",28,25,15,17,15,12
"ENSG00000228889.2",47,33,30,31,36,16
"ENSG00000134882.11",891,831,625,821,686,344
"ENSG00000201793.1",37,50,32,44,50,44
"ENSG00000218502.3",9,16,11,14,7,3
"ENSG00000125245.8",69,66,73,75,37,68
"ENSG00000169508.6",58,37,36,24,36,19
"ENSG00000228808.1",9,16,11,18,17,23
"ENSG00000203441.2",12,17,25,21,15,5
"ENSG00000125304.8",1456,1224,836,1275,1100,429
"ENSG00000125246.11",101,93,101,108,85,62
"ENSG00000139800.8",106,80,23,66,51,24
"ENSG00000043355.6",353,293,109,136,145,123
"ENSG00000175198.10",323,316,288,435,348,134
"ENSG00000234650.1",19,17,7,20,19,19
"ENSG00000134864.6",40,31,23,42,41,21
"ENSG00000224356.3",4,8,7,8,10,12
"ENSG00000125247.11",514,368,301,350,339,226
"ENSG00000102452.11",42,28,27,46,70,23
"ENSG00000198542.9",33,36,334,446,403,294
"ENSG00000102466.11",5,4,31,58,26,51
"ENSG00000134900.7",1586,1362,1487,1697,1508,1074
"ENSG00000139780.7",7,5,7,15,13,6
"ENSG00000175820.2",21,21,27,43,52,22
"ENSG00000151287.12",113,120,122,189,126,65
"ENSG00000134901.8",161,144,155,209,153,75
"ENSG00000134897.9",290,315,255,317,243,179
"ENSG00000134899.13",260,227,235,289,217,154
"ENSG00000125266.6",18,11,9,28,14,17
"ENSG00000134884.9",1955,1729,1607,1710,1597,1706
"ENSG00000204442.2",97,95,189,260,392,369
"ENSG00000227248.1",1,0,13,7,12,19
"ENSG00000174405.9",104,110,148,158,131,111
"ENSG00000139826.5",88,119,145,158,120,81
"ENSG00000102524.7",9,21,38,48,44,19
"ENSG00000041515.11",69,65,229,307,242,162
"ENSG00000185950.7",615,566,516,619,535,604
"ENSG00000187498.10",37,47,28,72,69,32
"ENSG00000134871.13",331,298,167,275,283,168
"ENSG00000139832.3",169,145,167,262,238,100
"ENSG00000213995.7",511,468,483,600,441,303
"ENSG00000134905.12",612,509,486,603,510,431
"ENSG00000153487.11",432,419,357,486,526,447
"ENSG00000255874.1",40,34,107,130,124,137
"ENSG00000088448.10",2369,2055,2907,3257,2777,2293
"ENSG00000229152.1",166,171,231,250,216,233
"ENSG00000225760.1",3,10,47,51,45,35
"ENSG00000102606.13",1622,1413,1253,1432,1250,1043
"ENSG00000153495.6",10,3,12,4,8,1
"ENSG00000126216.8",1128,1082,947,1180,903,536
"ENSG00000068650.14",2004,1710,1851,2208,2209,1870
"ENSG00000232684.1",51,32,37,41,43,48
"ENSG00000126217.16",53,45,31,73,83,55
"ENSG00000057593.9",19,7,6,36,21,4
"ENSG00000126218.7",11,13,5,30,39,19
"ENSG00000126231.9",13,10,2,19,24,18
"ENSG00000126226.17",1066,885,947,1025,796,679
"ENSG00000139842.10",1981,1770,1955,2089,1848,1437
"ENSG00000185896.9",741,694,554,852,775,388
"ENSG00000139835.9",326,305,388,412,576,270
"ENSG00000225083.1",16,34,36,21,25,22
"ENSG00000153531.8",36,28,14,21,24,22
"ENSG00000150401.10",325,287,287,310,264,298
"ENSG00000233613.1",27,19,25,34,25,37
"ENSG00000150403.13",1339,1139,900,1154,1140,726
"ENSG00000198176.8",2015,1880,1532,1939,1959,1337
"ENSG00000185974.6",6,13,10,18,21,9
"ENSG00000184497.8",14,8,9,11,20,11
"ENSG00000233695.1",23,14,29,16,27,25
"ENSG00000183087.10",1054,860,122,172,374,341
"ENSG00000272695.1",7,13,1,5,10,7
"ENSG00000226921.2",0,0,0,0,24,10
"ENSG00000229373.4",16,5,2,10,17,17
"ENSG00000185989.9",1574,1358,1821,2199,1959,1655
"ENSG00000232487.1",17,6,8,10,13,15
"ENSG00000130177.10",1226,1097,1417,1638,1235,1017
"ENSG00000169062.10",886,698,645,719,661,614
"ENSG00000198824.4",339,290,341,477,447,336
"ENSG00000222036.3",27,24,19,80,52,21
"ENSG00000257608.1",1,7,9,8,12,14
"ENSG00000225210.5",139,148,322,293,433,448
"ENSG00000228294.2",11,7,23,12,25,36
"ENSG00000257573.2",11,5,36,43,41,41
"ENSG00000196143.4",22,12,16,23,18,11
"ENSG00000258188.1",3,3,11,8,13,9
"ENSG00000244306.5",64,44,142,204,194,230
"ENSG00000215394.4",37,33,66,72,88,101
"ENSG00000187537.9",19,4,7,16,16,7
"ENSG00000176299.4",12,6,7,18,4,6
"ENSG00000155249.4",2,2,4,19,18,4
"ENSG00000136319.7",346,323,304,328,291,130
"ENSG00000258768.2",3,6,22,13,6,10
"ENSG00000100814.13",846,773,956,1116,862,509
"ENSG00000222489.1",20,17,27,24,10,33
"ENSG00000259001.2",136515,178179,207324,168744,210718,170370
"ENSG00000129484.9",562,526,510,468,366,299
"ENSG00000129566.8",711,676,805,1063,733,682
"ENSG00000185271.6",6,10,8,21,21,27
"ENSG00000259162.1",0,6,2,16,24,17
"ENSG00000092094.6",578,516,626,693,543,428
"ENSG00000258515.1",30,18,22,18,16,16
"ENSG00000100823.7",2047,1885,1959,2579,2026,870
"ENSG00000165782.6",342,283,232,331,258,141
"ENSG00000198805.7",960,815,1119,1469,1195,493
"ENSG00000129538.9",1240,1127,518,712,764,356
"ENSG00000165792.13",765,719,713,812,719,505
"ENSG00000165794.5",5,9,5,13,12,2
"ENSG00000165795.16",1098,1020,1107,1461,1783,1018
"ENSG00000165801.5",345,297,290,358,278,246
"ENSG00000165804.11",301,278,332,430,320,262
"ENSG00000232070.4",12,7,10,25,18,9
"ENSG00000258441.1",76,69,109,93,140,176
"ENSG00000092199.13",8936,7897,8568,10368,8101,4257
"ENSG00000092200.8",21,24,17,44,52,34
"ENSG00000092201.5",2773,2484,2745,3620,3049,1519
"ENSG00000100888.8",2390,1986,2216,2678,2217,1525
"ENSG00000258870.1",7,8,9,12,3,19
"ENSG00000129472.8",444,364,412,443,387,250
"ENSG00000092203.9",970,949,757,1067,979,484
"ENSG00000165819.7",1082,960,1131,1380,1101,894
"ENSG00000165821.7",929,861,1018,1366,973,553
"ENSG00000129562.6",677,620,574,942,777,189
"ENSG00000228313.3",48,38,42,30,53,45
"ENSG00000100439.6",605,549,478,692,496,238
"ENSG00000255804.1",3,1,2,1,14,17
"ENSG00000242061.1",1,1,4,3,21,21
"ENSG00000235213.1",16,12,8,32,88,95
"ENSG00000258458.1",4,10,14,24,29,41
"ENSG00000155463.8",1294,1134,1246,1700,1537,705
"ENSG00000155465.14",36,25,35,49,60,46
"ENSG00000172590.14",782,753,787,1080,858,526
"ENSG00000157227.8",236,226,247,275,240,356
"ENSG00000197324.4",1946,1793,1621,2502,2048,1387
"ENSG00000139890.5",38,16,28,31,32,27
"ENSG00000100461.13",950,829,902,1229,1091,554
"ENSG00000237054.5",17,14,17,23,12,8
"ENSG00000100462.11",1528,1349,1714,2614,1825,540
"ENSG00000257285.1",17,21,22,16,15,11
"ENSG00000092036.12",651,611,488,704,599,224
"ENSG00000129474.11",181,173,180,267,224,182
"ENSG00000100802.10",396,397,313,367,410,264
"ENSG00000100804.14",1773,1655,1401,1930,1611,472
"ENSG00000139880.15",627,600,403,562,540,398
"ENSG00000100813.10",5845,4991,5023,5730,4970,4330
"ENSG00000179933.4",463,402,518,631,498,226
"ENSG00000092067.5",10,5,6,3,8,12
"ENSG00000092068.14",1189,1041,317,464,291,256
"ENSG00000215277.4",5,7,5,16,18,4
"ENSG00000215271.6",501,389,449,613,530,353
"ENSG00000270433.1",23,20,25,20,17,24
"ENSG00000235194.4",478,436,377,493,446,358
"ENSG00000129473.5",746,752,549,646,576,428
"ENSG00000258643.1",25,12,25,16,9,14
"ENSG00000100836.6",879,901,758,769,708,707
"ENSG00000092096.10",31,14,16,20,53,44
"ENSG00000100842.8",14,10,13,18,43,38
"ENSG00000166091.15",12,9,3,7,13,1
"ENSG00000197616.7",40,39,26,74,77,27
"ENSG00000092054.12",37,32,24,71,63,29
"ENSG00000129460.11",341,276,251,325,321,157
"ENSG00000157306.10",17,9,21,24,31,33
"ENSG00000136367.12",91,62,126,252,227,202
"ENSG00000259431.1",62,70,59,88,70,44
"ENSG00000213983.7",472,423,724,749,570,581
"ENSG00000258727.1",9,15,15,13,17,14
"ENSG00000092051.12",12,18,31,44,64,43
"ENSG00000100867.10",619,561,4155,5051,4194,2497
"ENSG00000215256.3",113,78,294,372,208,87
"ENSG00000157326.14",84,91,269,399,212,122
"ENSG00000187630.10",95,71,174,255,172,51
"ENSG00000225766.4",38,40,110,138,106,60
"ENSG00000186648.10",40,26,54,114,60,38
"ENSG00000100884.5",15,23,18,17,21,18
"ENSG00000129535.8",44,41,60,72,26,27
"ENSG00000100889.7",786,690,1212,1600,1495,677
"ENSG00000100897.13",989,906,929,1227,834,430
"ENSG00000092010.10",649,617,766,933,614,250
"ENSG00000100908.9",153,120,123,190,107,57
"ENSG00000259321.1",12,4,4,5,10,2
"ENSG00000100911.9",792,628,767,994,776,309
"ENSG00000092098.12",391,339,331,403,412,305
"ENSG00000259529.1",36,24,26,27,29,26
"ENSG00000213928.4",79,67,77,93,56,29
"ENSG00000100918.8",124,68,112,136,119,134
"ENSG00000196497.11",36,26,41,45,34,22
"ENSG00000100926.10",68,87,73,121,63,54
"ENSG00000139908.10",60,48,52,48,48,67
"ENSG00000254505.4",37,33,33,26,17,36
"ENSG00000260669.2",31,29,46,27,10,14
"ENSG00000129559.8",446,439,368,517,408,78
"ENSG00000100938.13",626,528,563,773,589,296
"ENSG00000092330.11",260,271,262,341,248,162
"ENSG00000092295.7",59,70,59,59,58,65
"ENSG00000100949.10",385,351,369,496,364,216
"ENSG00000157379.9",323,293,373,454,312,185
"ENSG00000196943.8",441,381,461,572,460,281
"ENSG00000272658.1",10,14,8,13,17,25
"ENSG00000213903.4",130,116,74,126,98,108
"ENSG00000129467.9",20,21,16,36,35,12
"ENSG00000129465.11",16,6,6,18,14,8
"ENSG00000100968.9",117,99,51,76,67,41
"ENSG00000205978.5",284,259,28,63,72,23
"ENSG00000139899.6",12,13,11,14,14,8
"ENSG00000100441.5",952,833,782,1017,893,619
"ENSG00000100445.12",150,164,164,211,200,105
"ENSG00000168952.11",25,35,72,74,120,68
"ENSG00000139910.15",11,12,6,18,19,8
"ENSG00000258081.3",28,29,41,64,60,42
"ENSG00000257612.1",50,30,52,51,45,52
"ENSG00000258932.1",110,80,107,121,125,87
"ENSG00000258548.1",213,133,186,210,195,224
"ENSG00000197358.8",11,15,3,6,7,0
"ENSG00000257126.1",7,20,8,12,14,17
"ENSG00000176165.7",133,94,93,124,100,76
"ENSG00000258038.1",169,155,118,127,137,138
"ENSG00000258065.1",70,48,47,38,47,53
"ENSG00000258028.1",51,23,50,46,50,75
"ENSG00000257523.1",10,7,16,15,10,13
"ENSG00000184304.10",15,7,10,26,24,12
"ENSG00000248975.2",6,7,11,4,13,12
"ENSG00000257636.2",145,143,111,177,160,135
"ENSG00000092140.10",712,658,686,749,576,314
"ENSG00000092108.16",976,893,965,1101,926,671
"ENSG00000258648.1",31,25,22,21,23,31
"ENSG00000100473.11",1087,995,674,897,671,401
"ENSG00000258525.1",65,42,32,54,30,24
"ENSG00000196792.7",1426,1130,837,1059,1031,919
"ENSG00000258886.2",16,11,5,4,10,2
"ENSG00000258968.2",60,38,37,24,33,28
"ENSG00000100478.10",245,190,151,127,151,112
"ENSG00000092148.8",3398,3111,3796,4519,4431,2815
"ENSG00000129493.10",144,145,274,302,297,186
"ENSG00000250365.2",18,23,34,27,36,24
"ENSG00000129480.8",116,111,103,125,93,60
"ENSG00000151413.12",181,182,177,232,164,122
"ENSG00000258655.1",10,5,12,24,10,13
"ENSG00000100852.8",1083,945,1282,1492,1332,1101
"ENSG00000151320.6",25,21,35,70,57,22
"ENSG00000151322.14",12,18,16,45,43,30
"ENSG00000129521.9",2427,2180,1970,2473,1639,1015
"ENSG00000165389.6",309,248,194,321,256,99
"ENSG00000129518.4",263,210,235,323,244,121
"ENSG00000129515.14",815,686,693,820,735,369
"ENSG00000240463.1",21,9,14,12,11,7
"ENSG00000165410.10",108,92,72,103,115,72
"ENSG00000198604.6",976,871,1122,1235,1071,827
"ENSG00000258738.1",66,50,44,48,51,22
"ENSG00000258704.1",44,28,33,53,31,36
"ENSG00000226677.2",10,6,7,11,11,2
"ENSG00000100883.7",1039,853,926,1162,937,573
"ENSG00000151327.8",504,449,386,593,342,242
"ENSG00000092020.6",186,184,145,157,156,62
"ENSG00000100890.11",21,30,19,22,31,8
"ENSG00000100902.6",466,476,420,476,399,104
"ENSG00000100906.6",503,428,382,528,434,217
"ENSG00000168348.3",10,8,1,8,15,5
"ENSG00000174373.11",421,390,454,467,433,349
"ENSG00000257957.1",12,12,17,7,8,12
"ENSG00000100916.9",41,27,26,44,62,17
"ENSG00000151332.14",257,256,149,171,133,94
"ENSG00000136352.13",8,4,6,15,14,11
"ENSG00000198807.8",72,83,75,144,90,51
"ENSG00000183032.6",315,276,364,502,292,152
"ENSG00000258690.1",25,19,28,17,15,16
"ENSG00000258601.1",19,9,20,16,5,17
"ENSG00000258827.2",46,26,31,37,39,30
"ENSG00000258708.1",102,81,79,101,65,19
"ENSG00000151338.14",310,242,311,349,288,259
"ENSG00000129514.4",85,43,40,75,53,32
"ENSG00000139865.12",34,25,16,64,75,25
"ENSG00000139874.5",9,7,2,19,18,1
"ENSG00000100934.10",1186,1026,1118,1262,1033,513
"ENSG00000092208.12",242,203,237,226,172,74
"ENSG00000182400.10",456,430,579,631,457,341
"ENSG00000241984.2",17,14,11,18,5,6
"ENSG00000259083.1",39,56,47,50,42,20
"ENSG00000100941.4",3524,3041,3107,3530,2626,2932
"ENSG00000150527.12",43,41,51,60,53,22
"ENSG00000258940.2",5,9,4,12,16,6
"ENSG00000259100.1",2,1,5,11,12,5
"ENSG00000165355.7",144,116,134,152,139,75
"ENSG00000258526.1",4,3,3,14,5,15
"ENSG00000251363.2",9,13,34,69,53,23
