ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1690289	6.21E-01	3.84E-01	-9.00E-01	-8.2652618	-0.03987502	541862110	DUOX1	dual oxidase 1
ILMN_1907537	6.21E-01	3.84E-01	9.00E-01	-8.2652983	0.04172201	6697961		
ILMN_3282937	6.21E-01	3.84E-01	9.00E-01	-8.2653058	0.03811723	NA		
ILMN_1689798	6.21E-01	3.85E-01	9.00E-01	-8.2654625	0.0317443	NA		
ILMN_1689083	6.21E-01	3.85E-01	-9.00E-01	-8.2654885	-0.03069451	NA		
ILMN_3246599	6.21E-01	3.85E-01	9.00E-01	-8.2654934	0.03525659	NA		
ILMN_2408771	6.21E-01	3.85E-01	9.00E-01	-8.2655971	0.03286396	116734690	SPPL2B	signal peptide peptidase like 2B
ILMN_3235716	6.21E-01	3.85E-01	9.00E-01	-8.2656422	0.0524891	NA		
ILMN_1786630	6.21E-01	3.85E-01	-9.00E-01	-8.2657221	-0.03389003	NA		
ILMN_1689515	6.21E-01	3.85E-01	9.00E-01	-8.2658103	0.03314505	75677370	CPLX3	complexin 3
ILMN_2240811	6.21E-01	3.85E-01	-9.00E-01	-8.2658233	-0.03147061	NA		
ILMN_1761322	6.21E-01	3.85E-01	-9.00E-01	-8.2658321	-0.03360959	922304382	FHOD3	formin homology 2 domain containing 3
ILMN_3244466	6.21E-01	3.85E-01	-9.00E-01	-8.2660172	-0.03678455	NA		
ILMN_1707553	6.21E-01	3.85E-01	-9.00E-01	-8.2660196	-0.03986234	334724472	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
ILMN_2276904	6.21E-01	3.85E-01	-8.99E-01	-8.2661061	-0.0333822	85067500	ALOX15B	"arachidonate 15-lipoxygenase, type B"
ILMN_1697611	6.21E-01	3.85E-01	-8.99E-01	-8.2661094	-0.03193852	345195207	AMBN	ameloblastin
ILMN_1699321	6.21E-01	3.85E-01	-8.99E-01	-8.266115	-0.04122862	NA		
ILMN_1712537	6.21E-01	3.85E-01	8.99E-01	-8.2661176	0.03147441	222352097	NODAL	nodal growth differentiation factor
ILMN_1684983	6.21E-01	3.85E-01	-8.99E-01	-8.2662003	-0.03165137	156071517	OTUB2	"OTU deubiquitinase, ubiquitin aldehyde binding 2"
ILMN_1805385	6.22E-01	3.85E-01	-8.99E-01	-8.2664095	-0.03353457	31317244	IL22RA2	interleukin 22 receptor subunit alpha 2
ILMN_1741617	6.22E-01	3.85E-01	8.99E-01	-8.2664281	0.0371009	525507391	SCRT1	scratch family transcriptional repressor 1
ILMN_1748166	6.22E-01	3.85E-01	-8.99E-01	-8.2664953	-0.02971423	111118969	COL11A2	collagen type XI alpha 2 chain
ILMN_1759380	6.22E-01	3.85E-01	-8.99E-01	-8.2666006	-0.03812542	NA		
ILMN_3203361	6.22E-01	3.85E-01	-8.99E-01	-8.2666048	-0.03715241	NA		
ILMN_1787823	6.22E-01	3.85E-01	-8.99E-01	-8.2666097	-0.03551011	NA		
ILMN_1717982	6.22E-01	3.85E-01	8.99E-01	-8.2666644	0.03691414	333470722	BZW1	basic leucine zipper and W2 domains 1
ILMN_1906685	6.22E-01	3.85E-01	8.99E-01	-8.2666694	0.03375612	2807014		
ILMN_1749269	6.22E-01	3.85E-01	-8.99E-01	-8.2666861	-0.03691379	1005261238	INPP5A	inositol polyphosphate-5-phosphatase A
ILMN_1685431	6.22E-01	3.85E-01	8.99E-01	-8.2666882	0.0342786	388490357	DZIP1	DAZ interacting zinc finger protein 1
ILMN_1703529	6.22E-01	3.85E-01	-8.99E-01	-8.2667288	-0.03192472	NA		
ILMN_1695606	6.22E-01	3.85E-01	8.99E-01	-8.2668336	0.03283382	38201712	EFNB3	ephrin B3
ILMN_1681923	6.22E-01	3.85E-01	-8.99E-01	-8.2668425	-0.03387303	163965440	LRRC71	leucine rich repeat containing 71
ILMN_1675025	6.22E-01	3.85E-01	-8.99E-01	-8.266854	-0.0389582	NA		
ILMN_3188180	6.22E-01	3.85E-01	-8.99E-01	-8.2668658	-0.03721856	NA		
ILMN_3227341	6.22E-01	3.85E-01	8.99E-01	-8.2669014	0.03701496	222446628	RFPL4A	ret finger protein like 4A
ILMN_3223813	6.22E-01	3.85E-01	-8.99E-01	-8.2669277	-0.03023573	NA		
ILMN_1858486	6.22E-01	3.85E-01	-8.98E-01	-8.2669812	-0.04330606	NA		
ILMN_1796499	6.22E-01	3.85E-01	-8.98E-01	-8.2670179	-0.03430612	520262278	C9orf43	chromosome 9 open reading frame 43
ILMN_1764615	6.22E-01	3.85E-01	-8.98E-01	-8.2670995	-0.03526395	NA		
ILMN_1797453	6.22E-01	3.85E-01	-8.98E-01	-8.2671268	-0.0355419	537361062	ARMC8	armadillo repeat containing 8
ILMN_3177564	6.22E-01	3.85E-01	8.98E-01	-8.2671665	0.03087718	304376291	GIMD1	GIMAP family P-loop NTPase domain containing 1
ILMN_3288213	6.22E-01	3.86E-01	8.98E-01	-8.2671994	0.03718534	574957311	FRG2DP	"FSHD region gene 2 family member D, pseudogene"
ILMN_1749234	6.22E-01	3.86E-01	-8.98E-01	-8.2673249	-0.03367911	154240700	RPL13AP17	ribosomal protein L13a pseudogene 17
ILMN_1689217	6.22E-01	3.86E-01	-8.98E-01	-8.267438	-0.04870623	161333832	ACVR1C	activin A receptor type 1C
ILMN_1741908	6.22E-01	3.86E-01	-8.98E-01	-8.267457	-0.03127767	148237621	DPY19L2P4	DPY19L2 pseudogene 4
ILMN_1709635	6.22E-01	3.86E-01	-8.98E-01	-8.2676287	-0.03689289	312433994	SLC38A11	solute carrier family 38 member 11
ILMN_1747683	6.22E-01	3.86E-01	8.98E-01	-8.2677175	0.03589351	959070649	AQP4	aquaporin 4
ILMN_1880052	6.22E-01	3.86E-01	-8.98E-01	-8.2677315	-0.04786964	13457773		
ILMN_1800058	6.22E-01	3.86E-01	8.98E-01	-8.2677689	0.03086991	260898746	NKX2-5	NK2 homeobox 5
ILMN_2042305	6.22E-01	3.86E-01	-8.98E-01	-8.2677697	-0.05167435	NA		
ILMN_1673694	6.22E-01	3.86E-01	8.98E-01	-8.2678114	0.03776681	NA		
ILMN_1774127	6.22E-01	3.86E-01	8.97E-01	-8.2679018	0.03724481	635574593	STAC	SH3 and cysteine rich domain
ILMN_1725678	6.22E-01	3.86E-01	-8.97E-01	-8.2679178	-0.03271864	974005265	GFRA1	GDNF family receptor alpha 1
ILMN_1712774	6.22E-01	3.86E-01	-8.97E-01	-8.2679437	-0.03080117	224586939	IRS4	insulin receptor substrate 4
ILMN_1682231	6.22E-01	3.86E-01	-8.97E-01	-8.2680461	-0.04161685	284520902	TMEM200B	transmembrane protein 200B
ILMN_1751596	6.22E-01	3.86E-01	-8.97E-01	-8.2680916	-0.03514837	347582597	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
ILMN_3246534	6.22E-01	3.86E-01	-8.97E-01	-8.2681461	-0.03048833	168693608	TSG1	tumor suppressor TSG1
ILMN_1726280	6.22E-01	3.86E-01	-8.97E-01	-8.2681693	-0.0323253	35493724	VPS13B	vacuolar protein sorting 13 homolog B
ILMN_1751802	6.22E-01	3.86E-01	8.97E-01	-8.2682018	0.03832865	NA		
ILMN_2370916	6.22E-01	3.86E-01	-8.97E-01	-8.2682323	-0.0324598	NA		
ILMN_1670000	6.23E-01	3.86E-01	-8.97E-01	-8.2683523	-0.04188025	312222756	DCAF6	DDB1 and CUL4 associated factor 6
ILMN_1797204	6.23E-01	3.86E-01	-8.97E-01	-8.2685065	-0.03606723	268370093	WDR64	WD repeat domain 64
ILMN_1797715	6.23E-01	3.86E-01	-8.97E-01	-8.2686099	-0.03679921	NA		
ILMN_1701315	6.23E-01	3.86E-01	-8.97E-01	-8.2686343	-0.04213529	335353803	SZT2	seizure threshold 2 homolog (mouse)
ILMN_1763609	6.23E-01	3.86E-01	8.97E-01	-8.2687071	0.03217712	361050351	SLC22A16	solute carrier family 22 member 16
ILMN_1735055	6.23E-01	3.86E-01	8.97E-01	-8.2687089	0.03557944	296434318	TEAD1	TEA domain transcription factor 1
ILMN_2340131	6.23E-01	3.86E-01	8.97E-01	-8.26873	0.03256354	969536250	MAPK10	mitogen-activated protein kinase 10
ILMN_1691287	6.23E-01	3.86E-01	8.96E-01	-8.2687958	0.03497397	75709174	KLRC3	killer cell lectin like receptor C3
ILMN_1754198	6.23E-01	3.86E-01	8.96E-01	-8.2687969	0.03084205	NA		
ILMN_2353490	6.23E-01	3.86E-01	-8.96E-01	-8.2688347	-0.03130891	1003701521	PAX2	paired box 2
ILMN_3309264	6.23E-01	3.86E-01	8.96E-01	-8.2688391	0.03029772	269847172	MIR1295A	microRNA 1295a
ILMN_1680081	6.23E-01	3.86E-01	8.96E-01	-8.268849	0.03159097	513788257	B3GNT6	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
ILMN_3245635	6.23E-01	3.86E-01	-8.96E-01	-8.2688647	-0.03580193	NA		
ILMN_3192398	6.23E-01	3.86E-01	8.96E-01	-8.2689087	0.03493976	NA		
ILMN_1890362	6.23E-01	3.86E-01	-8.96E-01	-8.2689586	-0.03638139	51662125		
ILMN_3248208	6.23E-01	3.87E-01	8.96E-01	-8.269065	0.0373498	NA		
ILMN_1874589	6.23E-01	3.87E-01	8.96E-01	-8.2691795	0.04115153	52641593		
ILMN_1815519	6.23E-01	3.87E-01	-8.96E-01	-8.2691855	-0.03025633	156671214	EPN2	epsin 2
ILMN_1651708	6.23E-01	3.87E-01	8.96E-01	-8.2692276	0.03278332	224586789	RESP18	regulated endocrine specific protein 18
ILMN_1758915	6.23E-01	3.87E-01	-8.96E-01	-8.2692398	-0.0361278	313850992	PDCD2	programmed cell death 2
ILMN_1687098	6.23E-01	3.87E-01	-8.96E-01	-8.269301	-0.03863149	NA		
ILMN_3184973	6.23E-01	3.87E-01	-8.96E-01	-8.2693367	-0.0338005	221219044	GLIS3-AS1	GLIS3 antisense RNA 1
ILMN_1805564	6.23E-01	3.87E-01	8.96E-01	-8.2695153	0.03130541	385198066	PDE1A	phosphodiesterase 1A
ILMN_1699666	6.23E-01	3.87E-01	-8.96E-01	-8.2695221	-0.03129966	260166659	STRADA	STE20-related kinase adaptor alpha
ILMN_3240662	6.23E-01	3.87E-01	-8.96E-01	-8.2695906	-0.03154877	12738833	PRAMEF2	PRAME family member 2
ILMN_1690035	6.23E-01	3.87E-01	-8.96E-01	-8.2696114	-0.03104389	62953133	FLYWCH1	FLYWCH-type zinc finger 1
ILMN_3242156	6.23E-01	3.87E-01	-8.95E-01	-8.2697715	-0.03161773	531990837	KIR3DS1	"killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1"
ILMN_1703263	6.23E-01	3.87E-01	8.95E-01	-8.2698508	0.031197	217330599	SP140	SP140 nuclear body protein
ILMN_3309879	6.23E-01	3.87E-01	8.95E-01	-8.2698648	0.03220373	262205966	MIR595	microRNA 595
ILMN_1708647	6.23E-01	3.87E-01	-8.95E-01	-8.2698726	-0.03301784	NA		
ILMN_1727138	6.23E-01	3.87E-01	-8.95E-01	-8.2699109	-0.03541579	670357735	PPM1B	"protein phosphatase, Mg2+/Mn2+ dependent 1B"
ILMN_1727875	6.23E-01	3.87E-01	-8.95E-01	-8.2699254	-0.0351897	151301153	MUC6	"mucin 6, oligomeric mucus/gel-forming"
ILMN_3247444	6.23E-01	3.87E-01	8.95E-01	-8.2699652	0.03825907	157057556	SNORD50B	"small nucleolar RNA, C/D box 50B"
ILMN_1651310	6.23E-01	3.87E-01	-8.95E-01	-8.2701744	-0.04102357	NA		
ILMN_1721112	6.23E-01	3.87E-01	8.95E-01	-8.2701782	0.03320989	NA		
ILMN_3225704	6.23E-01	3.87E-01	-8.95E-01	-8.2701893	-0.03199746	NA		
ILMN_1783705	6.23E-01	3.87E-01	-8.95E-01	-8.2702344	-0.0326264	NA		
ILMN_1736447	6.23E-01	3.87E-01	8.95E-01	-8.2702395	0.03008751	57242772	LENEP	lens epithelial protein
ILMN_1652680	6.24E-01	3.87E-01	8.95E-01	-8.2703516	0.0358577	NA		
ILMN_2402079	6.24E-01	3.87E-01	8.95E-01	-8.2703674	0.03168551	54607109	ZMIZ2	zinc finger MIZ-type containing 2
ILMN_1883159	6.24E-01	3.87E-01	-8.95E-01	-8.2704319	-0.03166252	83159271		
ILMN_3310045	6.24E-01	3.87E-01	-8.95E-01	-8.2704511	-0.03692938	262205120	MIR410	microRNA 410
ILMN_1654854	6.24E-01	3.87E-01	8.95E-01	-8.2705232	0.02951213	514825581	MURC	muscle related coiled-coil protein
ILMN_1715742	6.24E-01	3.88E-01	8.94E-01	-8.2710057	0.03780906	23510409	SLC22A1	solute carrier family 22 member 1
ILMN_1807554	6.24E-01	3.88E-01	8.94E-01	-8.2713211	0.03846068	568384797	EYA1	EYA transcriptional coactivator and phosphatase 1
ILMN_1762188	6.24E-01	3.88E-01	8.94E-01	-8.2713945	0.03857826	NA		
ILMN_1765122	6.24E-01	3.88E-01	-8.94E-01	-8.2714404	-0.04058523	NA		
ILMN_3246097	6.24E-01	3.88E-01	-8.94E-01	-8.2714715	-0.05790778	NA		
ILMN_1693152	6.24E-01	3.88E-01	-8.93E-01	-8.2715149	-0.03197922	332078496	FUT8	fucosyltransferase 8
ILMN_1767869	6.24E-01	3.88E-01	8.93E-01	-8.2715527	0.03626602	22546008	SNORD15A	"small nucleolar RNA, C/D box 15A"
ILMN_1651656	6.24E-01	3.88E-01	8.93E-01	-8.2715921	0.03215538	157805479	PSG7	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)
ILMN_1722022	6.25E-01	3.88E-01	-8.93E-01	-8.2718194	-0.03769411	291045210	MAGEE1	MAGE family member E1
ILMN_1676703	6.25E-01	3.88E-01	-8.93E-01	-8.2718288	-0.03298067	NA		
ILMN_3251303	6.25E-01	3.88E-01	-8.93E-01	-8.2718324	-0.03166798	619329025	NR2C2	nuclear receptor subfamily 2 group C member 2
ILMN_1719963	6.25E-01	3.88E-01	-8.93E-01	-8.2718546	-0.03690846	192807280	CPS1-IT1	CPS1 intronic transcript 1
ILMN_1790114	6.25E-01	3.88E-01	-8.93E-01	-8.2718557	-0.03469596	116325992	LRRC37A2	leucine rich repeat containing 37 member A2
ILMN_1755582	6.25E-01	3.88E-01	-8.93E-01	-8.2718709	-0.03361689	532164723	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor
ILMN_1725862	6.25E-01	3.88E-01	-8.93E-01	-8.2719569	-0.03461864	375493563	USP3	ubiquitin specific peptidase 3
ILMN_1655864	6.25E-01	3.88E-01	-8.93E-01	-8.2719586	-0.03226773	NA		
ILMN_1780630	6.25E-01	3.88E-01	8.93E-01	-8.2719779	0.03293922	149944423	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like
ILMN_2119307	6.25E-01	3.88E-01	8.93E-01	-8.272056	0.03162656	973353082	CENPI	centromere protein I
ILMN_1685750	6.25E-01	3.88E-01	-8.93E-01	-8.2721396	-0.03126769	961658087	RAB3C	"RAB3C, member RAS oncogene family"
ILMN_3309859	6.25E-01	3.88E-01	8.93E-01	-8.2722018	0.03438543	269847556	MIR1197	microRNA 1197
ILMN_1680722	6.25E-01	3.88E-01	-8.93E-01	-8.2722158	-0.03381912	89357939	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1
ILMN_2061185	6.25E-01	3.88E-01	8.93E-01	-8.2723275	0.03239867	224926823	SH2B1	SH2B adaptor protein 1
ILMN_1721876	6.25E-01	3.88E-01	8.93E-01	-8.272349	0.03077891	73858577	TIMP2	TIMP metallopeptidase inhibitor 2
ILMN_1652784	6.25E-01	3.88E-01	8.93E-01	-8.2723646	0.03582728	NA		
ILMN_1679301	6.25E-01	3.88E-01	8.93E-01	-8.2723713	0.03239722	262399390	ZFAT	zinc finger and AT-hook domain containing
ILMN_3184041	6.25E-01	3.88E-01	8.92E-01	-8.2724417	0.03668132	223468579	RUNX1-IT1	RUNX1 intronic transcript 1
ILMN_1718182	6.25E-01	3.89E-01	-8.92E-01	-8.2725298	-0.03193725	300116304	THRA	"thyroid hormone receptor, alpha"
ILMN_1793213	6.25E-01	3.89E-01	8.92E-01	-8.2725536	0.03593805	30581116	SOX30	SRY-box 30
ILMN_1686361	6.25E-01	3.89E-01	8.92E-01	-8.2726394	0.03509766	NA		
ILMN_1654331	6.25E-01	3.89E-01	-8.92E-01	-8.2726458	-0.04034137	85376187	HOXB4	homeobox B4
ILMN_3238297	6.25E-01	3.89E-01	8.92E-01	-8.272652	0.03090808	NA		
ILMN_1776386	6.25E-01	3.89E-01	8.92E-01	-8.2727438	0.03029921	NA		
ILMN_1763187	6.25E-01	3.89E-01	-8.92E-01	-8.2728635	-0.03965007	126273531	PAK4	p21 (RAC1) activated kinase 4
ILMN_1694823	6.25E-01	3.89E-01	8.92E-01	-8.2728635	0.03697421	756761760	PYDC1	pyrin domain containing 1
ILMN_1850456	6.25E-01	3.89E-01	-8.92E-01	-8.2728953	-0.03233168	4687261		
ILMN_1775016	6.25E-01	3.89E-01	-8.92E-01	-8.2729143	-0.03128196	291045235	MPZL2	myelin protein zero like 2
ILMN_1800421	6.25E-01	3.89E-01	8.92E-01	-8.2731638	0.03648095	1004170693	RBMY1A1	"RNA binding motif protein, Y-linked, family 1, member A1"
ILMN_1748090	6.25E-01	3.89E-01	8.92E-01	-8.2732202	0.03479041	544583463	SLC2A11	solute carrier family 2 member 11
ILMN_3213750	6.25E-01	3.89E-01	8.92E-01	-8.2732406	0.03908149	NA		
ILMN_1695461	6.25E-01	3.89E-01	8.91E-01	-8.273331	0.03970095	125987582	PTPRA	"protein tyrosine phosphatase, receptor type A"
ILMN_1678544	6.25E-01	3.89E-01	8.91E-01	-8.2734094	0.03102059	392050763	ICE1	interactor of little elongation complex ELL subunit 1
ILMN_3242048	6.25E-01	3.89E-01	8.91E-01	-8.2734567	0.03843296	NA		
ILMN_1777963	6.25E-01	3.89E-01	8.91E-01	-8.273545	0.03149962	665821225	CCDC181	coiled-coil domain containing 181
ILMN_1801743	6.26E-01	3.89E-01	8.91E-01	-8.2737935	0.03314317	282165708	FCAMR	Fc fragment of IgA and IgM receptor
ILMN_1819640	6.26E-01	3.89E-01	8.91E-01	-8.2738256	0.03647611	13336120	NXPH2	neurexophilin 2
ILMN_3251643	6.26E-01	3.89E-01	8.91E-01	-8.2738519	0.03800418	171916087	C1orf194	chromosome 1 open reading frame 194
ILMN_1724453	6.26E-01	3.89E-01	8.91E-01	-8.2739175	0.03332853	NA		
ILMN_1692861	6.26E-01	3.89E-01	8.91E-01	-8.274013	0.03345248	193211426	UGT2A3	UDP glucuronosyltransferase family 2 member A3
ILMN_1792933	6.26E-01	3.89E-01	8.91E-01	-8.2740209	0.0411528	225579058	SLC10A6	solute carrier family 10 member 6
ILMN_1913991	6.26E-01	3.89E-01	-8.91E-01	-8.2740893	-0.03150987	23297107		
ILMN_2197693	6.26E-01	3.89E-01	-8.91E-01	-8.2741455	-0.03234294	259013214	CTNNA2	catenin alpha 2
ILMN_1707983	6.26E-01	3.89E-01	-8.91E-01	-8.2741458	-0.04675278	NA		
ILMN_1695378	6.26E-01	3.89E-01	-8.91E-01	-8.2741558	-0.03348447	256665250	SREBF1	sterol regulatory element binding transcription factor 1
ILMN_1742538	6.26E-01	3.89E-01	-8.91E-01	-8.2741936	-0.03749598	14277681	PCDHGC4	"protocadherin gamma subfamily C, 4"
ILMN_2401344	6.26E-01	3.89E-01	-8.90E-01	-8.2742133	-0.03012746	109255253	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
ILMN_1684709	6.26E-01	3.90E-01	-8.90E-01	-8.2742556	-0.03574604	NA		
ILMN_1811239	6.26E-01	3.90E-01	-8.90E-01	-8.2743158	-0.03113006	114842395	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
ILMN_3247514	6.26E-01	3.90E-01	-8.90E-01	-8.2743338	-0.03137027	NA		
ILMN_1696243	6.26E-01	3.90E-01	8.90E-01	-8.2744726	0.03880895	299782488	STMND1	stathmin domain containing 1
ILMN_3241066	6.26E-01	3.90E-01	8.90E-01	-8.2746009	0.03256311	NA		
ILMN_2131269	6.26E-01	3.90E-01	8.90E-01	-8.2746587	0.03125567	NA		
ILMN_1809364	6.26E-01	3.90E-01	8.90E-01	-8.2746798	0.05879266	156630993	NTF3	neurotrophin 3
ILMN_1779858	6.26E-01	3.90E-01	-8.90E-01	-8.2747509	-0.03144607	NA		
ILMN_1761275	6.26E-01	3.90E-01	-8.90E-01	-8.2749684	-0.03097177	103472034	FUT6	fucosyltransferase 6
ILMN_1667207	6.26E-01	3.90E-01	8.89E-01	-8.2751812	0.03341379	NA		
ILMN_3239249	6.26E-01	3.90E-01	8.89E-01	-8.2751936	0.03232695	NA		
ILMN_1780422	6.27E-01	3.90E-01	8.89E-01	-8.2752457	0.03184618	38371743	KRTAP12-4	keratin associated protein 12-4
ILMN_1803591	6.27E-01	3.90E-01	-8.89E-01	-8.275301	-0.03345345	NA		
ILMN_2280203	6.27E-01	3.90E-01	8.89E-01	-8.2753618	0.03491614	972781925	FGA	fibrinogen alpha chain
ILMN_1702072	6.27E-01	3.90E-01	8.89E-01	-8.2754083	0.03140333	296040459	RAG2	recombination activating gene 2
ILMN_1799189	6.27E-01	3.90E-01	-8.89E-01	-8.2754292	-0.03226464	NA		
ILMN_1752416	6.27E-01	3.90E-01	-8.89E-01	-8.2754369	-0.03209386	737673678	KLHL11	kelch like family member 11
ILMN_3237483	6.27E-01	3.90E-01	-8.89E-01	-8.2755596	-0.03323913	NA		
ILMN_1664416	6.27E-01	3.90E-01	8.89E-01	-8.2756448	0.03082121	333805651	MEIS2	Meis homeobox 2
ILMN_1726333	6.27E-01	3.90E-01	8.89E-01	-8.2757115	0.03895305	315013589	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2
ILMN_3242837	6.27E-01	3.90E-01	8.89E-01	-8.2757822	0.03492852	NA		
ILMN_2076014	6.27E-01	3.90E-01	-8.89E-01	-8.2757922	-0.03663199	118918422	CFAP157	cilia and flagella associated protein 157
ILMN_1718200	6.27E-01	3.90E-01	8.89E-01	-8.2758258	0.03538865	NA		
ILMN_2105549	6.27E-01	3.90E-01	-8.89E-01	-8.2758469	-0.03130553	51972201	TMEM220	transmembrane protein 220
ILMN_2095571	6.27E-01	3.90E-01	8.89E-01	-8.2758494	0.03046616	60593083	ARGFXP2	arginine-fifty homeobox pseudogene 2
ILMN_1652128	6.27E-01	3.90E-01	8.89E-01	-8.2758728	0.03884562	261878496	LMBRD1	LMBR1 domain containing 1
ILMN_1730612	6.27E-01	3.91E-01	8.89E-01	-8.2760091	0.04531986	308210791	DBNDD2	dysbindin domain containing 2
ILMN_1776175	6.27E-01	3.91E-01	-8.88E-01	-8.2760503	-0.03399063	NA		
ILMN_1670660	6.27E-01	3.91E-01	-8.88E-01	-8.2761436	-0.03358931	219842351	NPTX1	neuronal pentraxin 1
ILMN_2135709	6.27E-01	3.91E-01	8.88E-01	-8.2762113	0.03049074	282847454	ERICH5	glutamate rich 5
ILMN_3267286	6.27E-01	3.91E-01	-8.88E-01	-8.2763	-0.03180056	NA		
ILMN_1858006	6.27E-01	3.91E-01	-8.88E-01	-8.2763708	-0.03091439	27823655		
ILMN_1776188	6.27E-01	3.91E-01	-8.88E-01	-8.2764141	-0.03483802	377652329	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
ILMN_1820317	6.27E-01	3.91E-01	8.88E-01	-8.276471	0.04120805	2115177		
ILMN_1810628	6.27E-01	3.91E-01	-8.88E-01	-8.2765842	-0.0338192	162287218	PRUNE2	prune homolog 2
ILMN_1902689	6.27E-01	3.91E-01	-8.88E-01	-8.2766275	-0.04826121	34527483		
ILMN_1672991	6.27E-01	3.91E-01	8.88E-01	-8.2766279	0.03368813	NA		
ILMN_1668079	6.27E-01	3.91E-01	8.88E-01	-8.2766374	0.0335096	NA		
ILMN_1814820	6.27E-01	3.91E-01	8.88E-01	-8.276646	0.03040373	284055294	DTYMK	deoxythymidylate kinase
ILMN_3275354	6.27E-01	3.91E-01	8.88E-01	-8.2767782	0.03356344	NA		
ILMN_1815658	6.27E-01	3.91E-01	8.88E-01	-8.2768705	0.04026416	NA		
ILMN_1734932	6.27E-01	3.91E-01	-8.87E-01	-8.2769722	-0.03094051	NA		
ILMN_1774288	6.28E-01	3.91E-01	-8.87E-01	-8.2770579	-0.03232367	NA		
ILMN_2240128	6.28E-01	3.91E-01	-8.87E-01	-8.2771037	-0.02941701	78190491	RPGR	retinitis pigmentosa GTPase regulator
ILMN_1683149	6.28E-01	3.91E-01	8.87E-01	-8.2771536	0.03434561	584277183	LOC388882	uncharacterized LOC388882
ILMN_2155452	6.28E-01	3.91E-01	8.87E-01	-8.2772199	0.03788879	45580722	HPR	haptoglobin-related protein
ILMN_1722851	6.28E-01	3.91E-01	-8.87E-01	-8.2773499	-0.03597569	NA		
ILMN_1780222	6.28E-01	3.91E-01	-8.87E-01	-8.2773635	-0.03685594	1024249338	SLC6A7	solute carrier family 6 member 7
ILMN_1733904	6.28E-01	3.91E-01	8.87E-01	-8.2774052	0.04616803	40807481	BPIFB1	BPI fold containing family B member 1
ILMN_1726936	6.28E-01	3.91E-01	8.87E-01	-8.2774183	0.03222997	NA		
ILMN_1673372	6.28E-01	3.91E-01	8.87E-01	-8.2774405	0.03178034	NA		
ILMN_1663096	6.28E-01	3.91E-01	-8.87E-01	-8.2775259	-0.03258461	NA		
ILMN_1730917	6.28E-01	3.91E-01	8.87E-01	-8.277527	0.03261401	353523858	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
ILMN_1695016	6.28E-01	3.91E-01	-8.87E-01	-8.2775293	-0.03102418	747019218	QRICH2	glutamine rich 2
ILMN_1657022	6.28E-01	3.91E-01	-8.87E-01	-8.2776034	-0.03255936	NA		
ILMN_3308148	6.28E-01	3.91E-01	8.87E-01	-8.2776257	0.03187137	262206055	MIR612	microRNA 612
ILMN_3258283	6.28E-01	3.91E-01	-8.87E-01	-8.2776693	-0.03356136	NA		
ILMN_2286400	6.28E-01	3.91E-01	8.87E-01	-8.277677	0.03701456	815891133	CAPS	calcyphosine
ILMN_1673171	6.28E-01	3.91E-01	8.87E-01	-8.2777043	0.03602104	NA		
ILMN_1727352	6.28E-01	3.92E-01	-8.87E-01	-8.2777385	-0.02926081	116517324	OR4S2	olfactory receptor family 4 subfamily S member 2
ILMN_1805404	6.28E-01	3.92E-01	-8.87E-01	-8.2777499	-0.03219599	297374807	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
ILMN_1719756	6.28E-01	3.92E-01	8.87E-01	-8.2777688	0.03325738	46488942	ZAP70	zeta chain of T cell receptor associated protein kinase 70
ILMN_2329958	6.28E-01	3.92E-01	8.87E-01	-8.2778009	0.04679113	296010948	ABI1	abl interactor 1
ILMN_1847415	6.28E-01	3.92E-01	-8.86E-01	-8.2778787	-0.03156702	NA		
ILMN_1894882	6.28E-01	3.92E-01	8.86E-01	-8.2779467	0.03037269	5765059		
ILMN_1738402	6.28E-01	3.92E-01	8.86E-01	-8.27796	0.03272405	NA		
ILMN_3308000	6.28E-01	3.92E-01	8.86E-01	-8.2779752	0.0333606	115392002	SNORD114-8	"small nucleolar RNA, C/D box 114-8"
ILMN_1868058	6.28E-01	3.92E-01	8.86E-01	-8.2780775	0.03985733	27825196		
ILMN_2327655	6.28E-01	3.92E-01	-8.86E-01	-8.2781108	-0.03022753	NA		
ILMN_1742679	6.28E-01	3.92E-01	8.86E-01	-8.2781808	0.03186289	NA		
ILMN_3242842	6.28E-01	3.92E-01	8.86E-01	-8.2782806	0.03215299	149944542	REXO1L2P	"REX1, RNA exonuclease 1 homolog-like 2, pseudogene"
