ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1733864	6.28E-01	3.92E-01	8.86E-01	-8.2782915	0.0322309	NA		
ILMN_1677693	6.28E-01	3.92E-01	-8.86E-01	-8.2783515	-0.04260631	157738693	HCAR3	hydroxycarboxylic acid receptor 3
ILMN_1665998	6.28E-01	3.92E-01	8.86E-01	-8.2783594	0.04311586	NA		
ILMN_2414302	6.28E-01	3.92E-01	-8.86E-01	-8.2784978	-0.06238656	731184199	FDXR	ferredoxin reductase
ILMN_1750003	6.28E-01	3.92E-01	-8.86E-01	-8.2785101	-0.03754985	41327722	CD200R1	CD200 receptor 1
ILMN_1681644	6.28E-01	3.92E-01	-8.86E-01	-8.278526	-0.03515488	342307084	BIRC3	baculoviral IAP repeat containing 3
ILMN_1699599	6.28E-01	3.92E-01	8.86E-01	-8.2785523	0.03264087	67089143	FCRL3	Fc receptor like 3
ILMN_1661363	6.28E-01	3.92E-01	8.86E-01	-8.2785973	0.03080289	NA		
ILMN_1694357	6.28E-01	3.92E-01	-8.86E-01	-8.2786727	-0.03554336	NA		
ILMN_1697138	6.28E-01	3.92E-01	-8.86E-01	-8.2787142	-0.0364704	NA		
ILMN_1656254	6.28E-01	3.92E-01	-8.85E-01	-8.2787509	-0.05846319	527122109	NOTCH2NL	notch 2 N-terminal like
ILMN_1673397	6.28E-01	3.92E-01	-8.85E-01	-8.2788758	-0.03564862	NA		
ILMN_2207291	6.28E-01	3.92E-01	-8.85E-01	-8.2790012	-0.03248204	56786137	IFNG	interferon gamma
ILMN_3283455	6.28E-01	3.92E-01	-8.85E-01	-8.279076	-0.03234752	NA		
ILMN_1800951	6.28E-01	3.92E-01	8.85E-01	-8.2790906	0.05400375	189491746	ATXN1	ataxin 1
ILMN_1662189	6.28E-01	3.92E-01	-8.85E-01	-8.2790993	-0.03012591	NA		
ILMN_1686414	6.28E-01	3.92E-01	8.85E-01	-8.2791397	0.03469133	231569855	ZC3H14	zinc finger CCCH-type containing 14
ILMN_2081398	6.28E-01	3.92E-01	8.85E-01	-8.2791689	0.03444238	300244507	KIF3B	kinesin family member 3B
ILMN_3240595	6.29E-01	3.92E-01	-8.85E-01	-8.2792112	-0.03130398	83313663	SNORD37	"small nucleolar RNA, C/D box 37"
ILMN_2322768	6.29E-01	3.92E-01	-8.85E-01	-8.2792273	-0.03316998	296011050	CSF3	colony stimulating factor 3
ILMN_1698646	6.29E-01	3.92E-01	8.85E-01	-8.2792781	0.0429118	222352112	TUBG1	tubulin gamma 1
ILMN_1908133	6.29E-01	3.92E-01	-8.85E-01	-8.2793014	-0.03303111	NA		
ILMN_3200786	6.29E-01	3.92E-01	8.85E-01	-8.2793774	0.033797	NA		
ILMN_1661417	6.29E-01	3.93E-01	8.85E-01	-8.2794848	0.03469005	531034785	MAGED2	MAGE family member D2
ILMN_1681235	6.29E-01	3.93E-01	8.85E-01	-8.2795157	0.03610939	815930075	CLPB	"ClpB homolog, mitochondrial AAA ATPase chaperonin"
ILMN_3237099	6.29E-01	3.93E-01	8.85E-01	-8.2795322	0.04118573	NA		
ILMN_1808548	6.29E-01	3.93E-01	-8.85E-01	-8.2795527	-0.03400851	195947396	PSEN1	presenilin 1
ILMN_1802460	6.29E-01	3.93E-01	8.84E-01	-8.2796887	0.03571875	NA		
ILMN_3256789	6.29E-01	3.93E-01	-8.84E-01	-8.2797131	-0.03126074	NA		
ILMN_1758812	6.29E-01	3.93E-01	-8.84E-01	-8.2797189	-0.03884057	221218984	LDHAL6A	lactate dehydrogenase A like 6A
ILMN_3220532	6.29E-01	3.93E-01	-8.84E-01	-8.279738	-0.03330688	NA		
ILMN_1846874	6.29E-01	3.93E-01	8.84E-01	-8.2798156	0.03831977	18993932		
ILMN_1681824	6.29E-01	3.93E-01	8.84E-01	-8.2798904	0.03317893	NA		
ILMN_2356574	6.29E-01	3.93E-01	-8.84E-01	-8.2799039	-0.03362374	451327621	GTF3C2	general transcription factor IIIC subunit 2
ILMN_2161508	6.29E-01	3.93E-01	-8.84E-01	-8.2799322	-0.04403692	188219564	PHTF2	putative homeodomain transcription factor 2
ILMN_1667416	6.29E-01	3.93E-01	-8.84E-01	-8.2800394	-0.03831958	527122125	TRIM73	tripartite motif containing 73
ILMN_1770963	6.29E-01	3.93E-01	8.84E-01	-8.2801698	0.03096358	57232739	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1
ILMN_1735479	6.29E-01	3.93E-01	8.84E-01	-8.2801872	0.0322377	NA		
ILMN_2402272	6.29E-01	3.93E-01	8.84E-01	-8.2802134	0.04202509	55749465	TCEAL8	transcription elongation factor A like 8
ILMN_1693807	6.29E-01	3.93E-01	-8.84E-01	-8.2802443	-0.03326717	NA		
ILMN_1684341	6.29E-01	3.93E-01	-8.84E-01	-8.2802521	-0.03390652	NA		
ILMN_1721314	6.29E-01	3.93E-01	8.84E-01	-8.2803065	0.0339661	NA		
ILMN_1755733	6.29E-01	3.93E-01	8.84E-01	-8.2803624	0.03654516	78217389	RPLP2	ribosomal protein lateral stalk subunit P2
ILMN_2198270	6.29E-01	3.93E-01	8.84E-01	-8.2803756	0.03739715	209969833	FAM209A	family with sequence similarity 209 member A
ILMN_1764629	6.29E-01	3.93E-01	-8.84E-01	-8.2804434	-0.03840001	205830421	SLC39A14	solute carrier family 39 member 14
ILMN_1730961	6.29E-01	3.93E-01	-8.83E-01	-8.2805811	-0.0348279	NA		
ILMN_2123392	6.29E-01	3.93E-01	8.83E-01	-8.2806856	0.03118769	53828691	OR4K5	olfactory receptor family 4 subfamily K member 5
ILMN_3259973	6.29E-01	3.93E-01	-8.83E-01	-8.2808815	-0.03106716	NA		
ILMN_1662479	6.29E-01	3.93E-01	-8.83E-01	-8.2809342	-0.03292453	242397416	RNF222	ring finger protein 222
ILMN_1798690	6.29E-01	3.93E-01	-8.83E-01	-8.280951	-0.03058469	145275197	ADAMTSL3	ADAMTS like 3
ILMN_1807298	6.29E-01	3.93E-01	8.83E-01	-8.2809657	0.03201927	NA		
ILMN_1658376	6.29E-01	3.93E-01	-8.83E-01	-8.2809852	-0.03014604	215599323	CCDC114	coiled-coil domain containing 114
ILMN_1668927	6.29E-01	3.93E-01	-8.83E-01	-8.2809889	-0.03219331	NA		
ILMN_1693287	6.29E-01	3.93E-01	8.83E-01	-8.2809897	0.04452489	304766540	POMP	proteasome maturation protein
ILMN_1771261	6.29E-01	3.93E-01	-8.83E-01	-8.2810471	-0.06237713	166706886	SYNC	"syncoilin, intermediate filament protein"
ILMN_2228873	6.29E-01	3.93E-01	8.83E-01	-8.2811639	0.03509324	347446704	STARD3NL	STARD3 N-terminal like
ILMN_1673384	6.29E-01	3.93E-01	8.83E-01	-8.2811724	0.03238628	55953071	GEMIN7	gem nuclear organelle associated protein 7
ILMN_1758680	6.29E-01	3.94E-01	8.83E-01	-8.2811803	0.03041664	NA		
ILMN_1856315	6.29E-01	3.94E-01	8.83E-01	-8.2811888	0.0446062	21750193		
ILMN_1671087	6.30E-01	3.94E-01	-8.83E-01	-8.2812253	-0.03267678	285002256	C6orf222	chromosome 6 open reading frame 222
ILMN_1883589	6.30E-01	3.94E-01	8.83E-01	-8.2812739	0.03259648	6991141		
ILMN_1807686	6.30E-01	3.94E-01	-8.83E-01	-8.2812816	-0.03126276	NA		
ILMN_1700025	6.30E-01	3.94E-01	-8.83E-01	-8.2812996	-0.03586286	NA		
ILMN_1658480	6.30E-01	3.94E-01	8.83E-01	-8.2813273	0.03350757	556503376	C1QTNF9B	C1q and tumor necrosis factor related protein 9B
ILMN_2412873	6.30E-01	3.94E-01	8.83E-01	-8.2813354	0.03271431	296010936	ZNF37A	zinc finger protein 37A
ILMN_1782076	6.30E-01	3.94E-01	-8.82E-01	-8.2814882	-0.03821083	156547125	EPHA3	EPH receptor A3
ILMN_2335302	6.30E-01	3.94E-01	-8.82E-01	-8.2815938	-0.03045934	NA		
ILMN_3238216	6.30E-01	3.94E-01	8.82E-01	-8.2817116	0.04156741	198041767	LRRC70	leucine rich repeat containing 70
ILMN_2103003	6.30E-01	3.94E-01	-8.82E-01	-8.2817995	-0.04323744	NA		
ILMN_1899673	6.30E-01	3.94E-01	-8.82E-01	-8.2818522	-0.03053935	5925764		
ILMN_2173291	6.30E-01	3.94E-01	-8.82E-01	-8.2818551	-0.04049994	153218659	CYP4B1	cytochrome P450 family 4 subfamily B member 1
ILMN_2353276	6.30E-01	3.94E-01	-8.82E-01	-8.2819558	-0.03379775	631790801	UPK3B	uroplakin 3B
ILMN_1681967	6.30E-01	3.94E-01	8.82E-01	-8.2821723	0.03065066	NA		
ILMN_1734283	6.30E-01	3.94E-01	-8.82E-01	-8.2821915	-0.03081983	NA		
ILMN_3270813	6.30E-01	3.94E-01	-8.82E-01	-8.2821989	-0.03427033	NA		
ILMN_1753450	6.30E-01	3.94E-01	8.82E-01	-8.2822021	0.03087033	209862747	ATXN3L	ataxin 3 like
ILMN_1756806	6.30E-01	3.94E-01	-8.82E-01	-8.2822059	-0.03974679	309747064	MCL1	BCL2 family apoptosis regulator
ILMN_1788439	6.30E-01	3.94E-01	8.82E-01	-8.2822375	0.03664441	NA		
ILMN_1895378	6.30E-01	3.94E-01	8.82E-01	-8.2822492	0.03137134	45367292		
ILMN_1672806	6.30E-01	3.94E-01	-8.81E-01	-8.2823246	-0.03110829	532164752	SPACA5	sperm acrosome associated 5
ILMN_3267319	6.30E-01	3.94E-01	-8.81E-01	-8.2824153	-0.03336697	NA		
ILMN_3310431	6.30E-01	3.94E-01	-8.81E-01	-8.2824309	-0.03315161	262206007	MIR874	microRNA 874
ILMN_1752843	6.30E-01	3.94E-01	-8.81E-01	-8.2824317	-0.03319506	544583579	GRM4	glutamate metabotropic receptor 4
ILMN_2053921	6.30E-01	3.94E-01	8.81E-01	-8.2824513	0.05747762	531990812	CAPZB	capping actin protein of muscle Z-line beta subunit
ILMN_1913927	6.30E-01	3.94E-01	8.81E-01	-8.2825155	0.03079826	51668704		
ILMN_3237703	6.30E-01	3.94E-01	8.81E-01	-8.2826315	0.02947395	210147561	FUT8-AS1	FUT8 antisense RNA 1
ILMN_2151168	6.30E-01	3.94E-01	8.81E-01	-8.282687	0.02996256	301898370	SLC30A6	solute carrier family 30 member 6
ILMN_1694709	6.30E-01	3.94E-01	8.81E-01	-8.2826931	0.03143484	NA		
ILMN_3208006	6.31E-01	3.95E-01	-8.81E-01	-8.2829879	-0.03659467	NA		
ILMN_1791346	6.31E-01	3.95E-01	-8.81E-01	-8.2830322	-0.03039421	346223456	ATF3	activating transcription factor 3
ILMN_1657249	6.31E-01	3.95E-01	-8.81E-01	-8.2831042	-0.0328958	NA		
ILMN_3222058	6.31E-01	3.95E-01	8.81E-01	-8.283149	0.02937704	NA		
ILMN_3236112	6.31E-01	3.95E-01	-8.81E-01	-8.2831673	-0.02953413	168823573	TP53TG1	TP53 target 1 (non-protein coding)
ILMN_3179392	6.31E-01	3.95E-01	-8.80E-01	-8.2832374	-0.03542024	NA		
ILMN_1917089	6.31E-01	3.95E-01	8.80E-01	-8.2833402	0.03264773	27831640		
ILMN_2352401	6.31E-01	3.95E-01	-8.80E-01	-8.2833488	-0.03539431	358679314	ERBIN	erbb2 interacting protein
ILMN_1739812	6.31E-01	3.95E-01	8.80E-01	-8.2834482	0.03536452	938403408	PRKCG	protein kinase C gamma
ILMN_2407780	6.31E-01	3.95E-01	8.80E-01	-8.2834923	0.0305376	315221146	RGS13	regulator of G-protein signaling 13
ILMN_1705346	6.31E-01	3.95E-01	-8.80E-01	-8.2835077	-0.03089342	291045420	NBEA	neurobeachin
ILMN_1795190	6.31E-01	3.95E-01	8.80E-01	-8.2836542	0.03353599	283806626	CLDN2	claudin 2
ILMN_1677603	6.31E-01	3.95E-01	-8.80E-01	-8.2836594	-0.03463711	224967098	C1S	"complement component 1, s subcomponent"
ILMN_1884775	6.31E-01	3.95E-01	-8.80E-01	-8.2838035	-0.0318395	NA		
ILMN_1698938	6.31E-01	3.95E-01	-8.80E-01	-8.2838562	-0.03567741	NA		
ILMN_1706176	6.31E-01	3.95E-01	8.80E-01	-8.2838855	0.03369554	NA		
ILMN_3251837	6.31E-01	3.95E-01	8.80E-01	-8.2839403	0.03641829	NA		
ILMN_2329483	6.31E-01	3.95E-01	-8.80E-01	-8.2840018	-0.03171107	589811540	TPTE	transmembrane phosphatase with tensin homology
ILMN_1698548	6.31E-01	3.95E-01	8.80E-01	-8.2840647	0.02934116	NA		
ILMN_1676283	6.31E-01	3.95E-01	8.79E-01	-8.2841228	0.03170813	140561069	RIMBP2	RIMS binding protein 2
ILMN_1825360	6.31E-01	3.95E-01	-8.79E-01	-8.2841674	-0.029756	4686834		
ILMN_1875096	6.31E-01	3.95E-01	8.79E-01	-8.2842409	0.03483085	7023512	LINC00284	long intergenic non-protein coding RNA 284
ILMN_1726366	6.31E-01	3.95E-01	8.79E-01	-8.2842921	0.03037585	525313625	SNX9	sorting nexin 9
ILMN_1913624	6.31E-01	3.95E-01	-8.79E-01	-8.2843264	-0.03310836	83129408		
ILMN_1727135	6.31E-01	3.95E-01	-8.79E-01	-8.2843321	-0.03676181	223029462	FIBCD1	fibrinogen C domain containing 1
ILMN_3220521	6.31E-01	3.95E-01	-8.79E-01	-8.2844455	-0.03213323	NA		
ILMN_2211085	6.31E-01	3.95E-01	8.79E-01	-8.28449	0.03436494	291190807	EML5	echinoderm microtubule associated protein like 5
ILMN_1688075	6.31E-01	3.95E-01	8.79E-01	-8.2845009	0.03264415	395455069	OTX2	orthodenticle homeobox 2
ILMN_1813148	6.31E-01	3.95E-01	-8.79E-01	-8.2845695	-0.03769905	209180445	TOM1	target of myb1 membrane trafficking protein
ILMN_1675343	6.31E-01	3.96E-01	-8.79E-01	-8.2846331	-0.03689599	938403466	NPPC	natriuretic peptide C
ILMN_1857823	6.31E-01	3.96E-01	-8.79E-01	-8.2846957	-0.03587452	1952152		
ILMN_1677002	6.31E-01	3.96E-01	-8.79E-01	-8.2847112	-0.03505156	NA		
ILMN_1718477	6.31E-01	3.96E-01	8.79E-01	-8.2847541	0.03755462	266456142	UPK3A	uroplakin 3A
ILMN_1762835	6.31E-01	3.96E-01	8.79E-01	-8.2847658	0.03874294	139394590	HELZ	helicase with zinc finger
ILMN_3271849	6.31E-01	3.96E-01	8.79E-01	-8.2847696	0.0320255	NA		
ILMN_2090567	6.31E-01	3.96E-01	-8.79E-01	-8.2848267	-0.03931506	388890255	MRPS31P5	mitochondrial ribosomal protein S31 pseudogene 5
ILMN_3241313	6.32E-01	3.96E-01	-8.79E-01	-8.2848567	-0.03588622	158186694	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1
ILMN_3241056	6.32E-01	3.96E-01	8.79E-01	-8.2848999	0.03362204	NA		
ILMN_1673296	6.32E-01	3.96E-01	-8.79E-01	-8.2849412	-0.03695145	NA		
ILMN_1680245	6.32E-01	3.96E-01	8.79E-01	-8.2849534	0.0312241	NA		
ILMN_1764496	6.32E-01	3.96E-01	8.78E-01	-8.2850235	0.03624763	NA		
ILMN_2398378	6.32E-01	3.96E-01	-8.78E-01	-8.285035	-0.0364941	67089151	PML	promyelocytic leukemia
ILMN_1671981	6.32E-01	3.96E-01	8.78E-01	-8.2850541	0.03708665	NA		
ILMN_1727878	6.32E-01	3.96E-01	-8.78E-01	-8.2851672	-0.03081984	510025465	FPGT	fucose-1-phosphate guanylyltransferase
ILMN_1788291	6.32E-01	3.96E-01	8.78E-01	-8.2852681	0.03230482	108773778	LHFPL5	lipoma HMGIC fusion partner-like 5
ILMN_1695847	6.32E-01	3.96E-01	8.78E-01	-8.2853713	0.0356682	969812485	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
ILMN_3309639	6.32E-01	3.96E-01	8.78E-01	-8.2854617	0.03277364	262205153	MIR487A	microRNA 487a
ILMN_2327795	6.32E-01	3.96E-01	-8.78E-01	-8.2857034	-0.03159092	112382215	RERE	arginine-glutamic acid dipeptide repeats
ILMN_3286823	6.32E-01	3.96E-01	8.78E-01	-8.2857564	0.02999168	NA		
ILMN_1692983	6.32E-01	3.96E-01	-8.78E-01	-8.2857884	-0.03386295	224922762	SULT2A1	sulfotransferase family 2A member 1
ILMN_3301812	6.32E-01	3.96E-01	8.78E-01	-8.2858499	0.03072357	NA		
ILMN_2288915	6.32E-01	3.96E-01	-8.78E-01	-8.285858	-0.03710067	NA		
ILMN_1784827	6.32E-01	3.96E-01	-8.77E-01	-8.2859495	-0.03320137	NA		
ILMN_2084182	6.32E-01	3.96E-01	-8.77E-01	-8.2860396	-0.03457389	746817423	RPL10	ribosomal protein L10
ILMN_1739998	6.32E-01	3.96E-01	8.77E-01	-8.286067	0.0300189	NA		
ILMN_1769615	6.32E-01	3.96E-01	-8.77E-01	-8.2861192	-0.03022823	62241047	FLRT2	fibronectin leucine rich transmembrane protein 2
ILMN_3243121	6.32E-01	3.96E-01	8.77E-01	-8.2861257	0.03539385	197209859	LINC00323	long intergenic non-protein coding RNA 323
ILMN_1653965	6.32E-01	3.96E-01	8.77E-01	-8.2861379	0.0310912	1007370322	ITGB4	integrin subunit beta 4
ILMN_1716247	6.32E-01	3.97E-01	-8.77E-01	-8.2863123	-0.03285867	42766421	FIBIN	fin bud initiation factor homolog (zebrafish)
ILMN_1712639	6.32E-01	3.97E-01	-8.77E-01	-8.2863611	-0.04455216	311213921	AIFM2	"apoptosis inducing factor, mitochondria associated 2"
ILMN_3205175	6.32E-01	3.97E-01	-8.77E-01	-8.2864598	-0.03079933	NA		
ILMN_1680432	6.32E-01	3.97E-01	8.77E-01	-8.2864787	0.03429238	225690557	KRTAP4-7	keratin associated protein 4-7
ILMN_1727723	6.32E-01	3.97E-01	8.77E-01	-8.2864845	0.04299597	324120918	MASP2	mannan binding lectin serine peptidase 2
ILMN_1712184	6.32E-01	3.97E-01	-8.77E-01	-8.2864928	-0.03604342	21071022	HIST1H3C	"histone cluster 1, H3c"
ILMN_1674138	6.33E-01	3.97E-01	-8.77E-01	-8.2867118	-0.03326226	NA		
ILMN_1658605	6.33E-01	3.97E-01	8.77E-01	-8.2867588	0.03370079	NA		
ILMN_1917334	6.33E-01	3.97E-01	-8.76E-01	-8.2868717	-0.03543346	17163539		
ILMN_1805151	6.33E-01	3.97E-01	8.76E-01	-8.2869001	0.03038171	NA		
ILMN_1857239	6.33E-01	3.97E-01	8.76E-01	-8.2870404	0.02964946	30211989		
ILMN_1659874	6.33E-01	3.97E-01	8.76E-01	-8.2871945	0.04181935	224451129	SCAF4	SR-related CTD associated factor 4
ILMN_1795811	6.33E-01	3.97E-01	8.76E-01	-8.2872781	0.03527819	321117512	ASB2	ankyrin repeat and SOCS box containing 2
ILMN_3308035	6.33E-01	3.97E-01	-8.76E-01	-8.287332	-0.0301549	262205362	MIR517B	microRNA 517b
ILMN_1701905	6.33E-01	3.97E-01	8.76E-01	-8.2873399	0.03562197	NA		
ILMN_1780308	6.33E-01	3.97E-01	8.76E-01	-8.2873731	0.04300426	961513287	FAM72A	family with sequence similarity 72 member A
ILMN_3249807	6.33E-01	3.97E-01	8.76E-01	-8.2874438	0.04052538	154689645	SKA2	spindle and kinetochore associated complex subunit 2
ILMN_1855198	6.33E-01	3.97E-01	8.76E-01	-8.287485	0.03150385	13750134		
ILMN_2315789	6.33E-01	3.97E-01	-8.76E-01	-8.2875077	-0.03583041	289547550	PTPRD	"protein tyrosine phosphatase, receptor type D"
ILMN_1675608	6.33E-01	3.97E-01	-8.76E-01	-8.2875096	-0.03832903	NA		
ILMN_1771801	6.33E-01	3.97E-01	8.76E-01	-8.2875261	0.0353369	94538338	SIRPG	signal regulatory protein gamma
ILMN_1713534	6.33E-01	3.97E-01	8.76E-01	-8.2875479	0.0347405	122056615	LDB3	LIM domain binding 3
ILMN_1858293	6.33E-01	3.97E-01	-8.76E-01	-8.2875593	-0.03225739	32221538		
ILMN_1729349	6.33E-01	3.97E-01	-8.76E-01	-8.287564	-0.03549319	NA		
ILMN_1708303	6.33E-01	3.97E-01	8.75E-01	-8.287715	0.02981236	158138529	CYP4F22	cytochrome P450 family 4 subfamily F member 22
ILMN_1731621	6.33E-01	3.97E-01	-8.75E-01	-8.2877325	-0.03981184	292658852	RXFP3	relaxin/insulin like family peptide receptor 3
ILMN_1716909	6.33E-01	3.97E-01	8.75E-01	-8.2877425	0.03518348	223718684	ADAMDEC1	ADAM like decysin 1
ILMN_1674984	6.33E-01	3.97E-01	-8.75E-01	-8.2877577	-0.02979489	45580698	LPAR1	lysophosphatidic acid receptor 1
ILMN_1774547	6.33E-01	3.97E-01	8.75E-01	-8.2878581	0.04352933	338968847	MPRIP	myosin phosphatase Rho interacting protein
ILMN_1756378	6.33E-01	3.97E-01	8.75E-01	-8.2878883	0.03412071	NA		
ILMN_1898268	6.33E-01	3.98E-01	-8.75E-01	-8.2880901	-0.03498435	5133822		
ILMN_2171783	6.33E-01	3.98E-01	8.75E-01	-8.2881322	0.03114541	296011033	CPEB3	cytoplasmic polyadenylation element binding protein 3
ILMN_1730546	6.33E-01	3.98E-01	-8.75E-01	-8.2881788	-0.0346917	162461666	GNAO1	G protein subunit alpha o1
ILMN_3229067	6.33E-01	3.98E-01	-8.75E-01	-8.2882138	-0.02995629	NA		
ILMN_1677347	6.33E-01	3.98E-01	-8.75E-01	-8.2882584	-0.03468852	140161535	MTUS2	microtubule associated tumor suppressor candidate 2
ILMN_1702420	6.33E-01	3.98E-01	8.75E-01	-8.2882654	0.03537716	594140693	PCDHA9	protocadherin alpha 9
ILMN_1705392	6.33E-01	3.98E-01	-8.75E-01	-8.2882779	-0.03299089	51173726	SMAD1	SMAD family member 1
ILMN_1781735	6.34E-01	3.98E-01	-8.75E-01	-8.2884379	-0.02931486	62865873	IGSF11	immunoglobulin superfamily member 11
ILMN_3225246	6.34E-01	3.98E-01	-8.75E-01	-8.2884792	-0.03199256	NA		
ILMN_1682037	6.34E-01	3.98E-01	-8.75E-01	-8.288488	-0.03881131	22547145	FBXL8	F-box and leucine rich repeat protein 8
ILMN_1914826	6.34E-01	3.98E-01	-8.75E-01	-8.2885103	-0.03701577	11018293		
ILMN_1715425	6.34E-01	3.98E-01	8.74E-01	-8.2886108	0.03166159	109948284	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B
ILMN_1797116	6.34E-01	3.98E-01	-8.74E-01	-8.288625	-0.03000637	NA		
ILMN_1742520	6.34E-01	3.98E-01	8.74E-01	-8.2886453	0.04053025	223941823	STK16	serine/threonine kinase 16
ILMN_1740597	6.34E-01	3.98E-01	8.74E-01	-8.288652	0.03177164	39995074	CDKN2D	cyclin dependent kinase inhibitor 2D
ILMN_1781814	6.34E-01	3.98E-01	8.74E-01	-8.2887187	0.03036815	155029562	SEMA4B	semaphorin 4B
ILMN_1783682	6.34E-01	3.98E-01	8.74E-01	-8.2887615	0.03345711	722175691	C17orf82	chromosome 17 open reading frame 82
ILMN_1688489	6.34E-01	3.98E-01	-8.74E-01	-8.288911	-0.03424761	119393877	NAIP	NLR family apoptosis inhibitory protein
ILMN_1768804	6.34E-01	3.98E-01	-8.74E-01	-8.2889215	-0.05085519	NA		
ILMN_1732079	6.34E-01	3.98E-01	8.74E-01	-8.2889382	0.03608883	354548832	SLC30A5	solute carrier family 30 member 5
ILMN_1694106	6.34E-01	3.98E-01	8.74E-01	-8.2889679	0.0363238	295842305	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
ILMN_1737653	6.34E-01	3.98E-01	8.74E-01	-8.2891125	0.02937153	664806106	KRT78	keratin 78
ILMN_2214232	6.34E-01	3.98E-01	8.74E-01	-8.2891223	0.03315375	4757733	AIM2	absent in melanoma 2
ILMN_3244883	6.34E-01	3.98E-01	-8.74E-01	-8.2891746	-0.03661256	77993287	SNORA69	"small nucleolar RNA, H/ACA box 69"
ILMN_1691647	6.34E-01	3.98E-01	8.74E-01	-8.2892378	0.04005697	15451747	CGB5	chorionic gonadotropin beta subunit 5
ILMN_1776081	6.34E-01	3.98E-01	8.74E-01	-8.2892969	0.03166648	NA		
ILMN_1677794	6.34E-01	3.98E-01	-8.74E-01	-8.289366	-0.03140442	119395733	BRCA2	"BRCA2, DNA repair associated"
ILMN_1761155	6.34E-01	3.98E-01	-8.74E-01	-8.2893887	-0.05173976	56676313	PABPC1	poly(A) binding protein cytoplasmic 1
ILMN_1869292	6.34E-01	3.98E-01	-8.73E-01	-8.2895134	-0.03454995	51653218		
ILMN_1698260	6.34E-01	3.98E-01	-8.73E-01	-8.2895559	-0.03381016	221554513	CCNL2	cyclin L2
ILMN_3288466	6.34E-01	3.98E-01	8.73E-01	-8.289623	0.03119778	NA		
ILMN_1784515	6.34E-01	3.98E-01	8.73E-01	-8.2896577	0.03645426	289803014	MYH6	myosin heavy chain 6
ILMN_3292903	6.34E-01	3.98E-01	8.73E-01	-8.2896693	0.03095118	NA		
ILMN_1800517	6.34E-01	3.98E-01	8.73E-01	-8.2896719	0.02991492	296179394	ODF2L	outer dense fiber of sperm tails 2 like
ILMN_1798206	6.34E-01	3.99E-01	-8.73E-01	-8.2897487	-0.03866594	31343637	KRTAP11-1	keratin associated protein 11-1
ILMN_1713788	6.34E-01	3.99E-01	8.73E-01	-8.2897529	0.03235261	223468643	LINC00520	long intergenic non-protein coding RNA 520
ILMN_1771393	6.34E-01	3.99E-01	-8.73E-01	-8.2898524	-0.0448383	149944500	TCAIM	"T-cell activation inhibitor, mitochondrial"
ILMN_1799770	6.34E-01	3.99E-01	-8.73E-01	-8.2898587	-0.03382483	NA		
ILMN_1746941	6.34E-01	3.99E-01	8.73E-01	-8.2898802	0.02905814	498917227	HIPK3	homeodomain interacting protein kinase 3
ILMN_1747105	6.34E-01	3.99E-01	-8.73E-01	-8.2899072	-0.02922339	166795237	CAPS2	calcyphosine 2
ILMN_1810418	6.34E-01	3.99E-01	-8.73E-01	-8.2899213	-0.03107267	328447199	LBR	lamin B receptor
ILMN_1740549	6.34E-01	3.99E-01	8.73E-01	-8.2900672	0.04498381	1044873366	CSNK1G1	casein kinase 1 gamma 1
ILMN_2387680	6.34E-01	3.99E-01	-8.73E-01	-8.2900725	-0.03209115	618857460	VNN3	vanin 3
ILMN_1798938	6.34E-01	3.99E-01	-8.73E-01	-8.2901058	-0.03057423	NA		
ILMN_3240621	6.34E-01	3.99E-01	8.73E-01	-8.2901496	0.03687738	NA		
ILMN_1895008	6.34E-01	3.99E-01	8.73E-01	-8.2901756	0.02918443	23669848		
ILMN_1669930	6.34E-01	3.99E-01	-8.73E-01	-8.2902217	-0.03162379	319528536	LGALS8	galectin 8
ILMN_3231127	6.34E-01	3.99E-01	8.73E-01	-8.2902391	0.03521149	NA		
ILMN_1817180	6.34E-01	3.99E-01	8.73E-01	-8.290316	0.03820312	291842		
ILMN_3251610	6.35E-01	3.99E-01	-8.72E-01	-8.2904508	-0.03066839	619534194	CD177	CD177 molecule
ILMN_1682774	6.35E-01	3.99E-01	8.72E-01	-8.2905351	0.04774641	557948005	TEX30	testis expressed 30
ILMN_1656636	6.35E-01	3.99E-01	-8.72E-01	-8.2905411	-0.03053563	NA		
ILMN_1895897	6.35E-01	3.99E-01	-8.72E-01	-8.2905623	-0.03429853	11599572		
ILMN_1767810	6.35E-01	3.99E-01	-8.72E-01	-8.2905884	-0.03263227	NA		
ILMN_1810738	6.35E-01	3.99E-01	8.72E-01	-8.2906408	0.04052032	413081717	YIPF5	Yip1 domain family member 5
ILMN_1792435	6.35E-01	3.99E-01	8.72E-01	-8.2906783	0.03769895	62243695	STAG1	stromal antigen 1
ILMN_1807249	6.35E-01	3.99E-01	8.72E-01	-8.2907662	0.03595936	116488397	KRT32	keratin 32
