"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1705266",0.0536322446666659,8.225512297,1.50156785624092,0.157259426688931,0.341586613091656,-7.56948430421463
"ILMN_1705297",-0.0422841926666671,7.22966355233333,-1.06390449856516,0.306861337695608,0.541190355168796,-8.10434060771726
"ILMN_1705301",0.144971106666667,10.4757331466667,3.10786306111384,0.00837764856830045,0.0276539702461102,-4.80509935869913
"ILMN_1705302",-0.101983108333334,7.57542897716667,-2.22512958222909,0.0445260016939849,0.122940500379761,-6.43158064411877
"ILMN_1705310",0.795593053999999,10.0840779963333,22.9444104371485,7.53130101034371e-12,2.21175763439963e-10,17.1970292179572
"ILMN_1705324",0.0137623883333351,7.24855317416667,0.368117567642948,0.718749008883256,0.867578978842979,-8.61608302629019
"ILMN_1705326",0.0204401280000015,7.22383369033333,0.548609211564571,0.592632074551808,0.789523738271322,-8.52845100704756
"ILMN_1705329",0.00786753433333498,7.26849466683333,0.214161322242665,0.833765668059044,0.927600154142963,-8.6640265786774
"ILMN_1705330",0.00444141766666739,7.40748367516667,0.103375090129818,0.919253373830735,0.968063468899888,-8.68293126930638
"ILMN_1705331",0.00493416633333155,7.20511675716667,0.143279150058346,0.888281225510335,0.954193587777224,-8.67763681641322
"ILMN_1705337",-0.0341373749999976,7.15575569683333,-0.832991225956425,0.419988944625523,0.654191969259857,-8.32468245133062
"ILMN_1705342",-0.0185414053333313,7.289909345,-0.480368727425813,0.639000172098286,0.82041013368308,-8.56550514954507
"ILMN_1705346",-0.0308934223333335,7.27527745316667,-0.880156085521134,0.39485904288715,0.630799343107574,-8.2835076990681
"ILMN_1705352",0.0428839609999994,7.21139393683333,1.18429645581484,0.257635240538626,0.48256024765808,-7.97159462055909
"ILMN_1705353",0.015656507000001,7.26344996216667,0.38381684339765,0.707358960534091,0.861339630058569,-8.60979421448858
"ILMN_1705364",0.384548119999998,9.92989715666667,8.38694644944641,1.39125903713375e-06,9.25213709485525e-06,4.26586333758604
"ILMN_1705371",-0.0402358903333333,7.26915586983333,-1.16228732929344,0.266148763587666,0.492412751249819,-7.99672928861038
"ILMN_1705372",0.00999239066666746,7.30400375766667,0.233860025092762,0.818760047634061,0.921280635946989,-8.65929192240237
"ILMN_1705384",0.0707708466666679,7.21590153333333,1.76960558337923,0.100384500751516,0.241638152665351,-7.17867238930711
"ILMN_1705390",0.301016397333333,9.670669466,8.09721110493537,2.04714078148579e-06,1.31634162750686e-05,3.85557137426553
"ILMN_1705392",-0.0329908946666668,7.25122552933333,-0.874808145529652,0.397656405037131,0.6334681019791,-8.28827789496269
"ILMN_1705396",0.0987233536666681,7.24888021516667,2.6581474348561,0.0197955756219167,0.060096847804164,-5.65365542669739
"ILMN_1705397",0.147638551333335,7.377580499,4.28887145418282,0.000894223533232234,0.00351987312743401,-2.53048080268767
"ILMN_1705403",0.652903907333334,8.082046466,17.3040080844563,2.58320823624541e-10,4.55514721957495e-09,13.4302385782583
"ILMN_1705407",0.48389496666667,10.5753409333333,10.3373843548791,1.29833453641758e-07,1.07771579914304e-06,6.7907668344331
"ILMN_1705414",0.197124501666666,7.6223484595,5.82119165827462,6.12197880315807e-05,0.000294217591106792,0.263941053540563
"ILMN_1705419",-0.0675268120000005,7.31940184566667,-1.81800380568372,0.0923258508874805,0.226308539996145,-7.10381865986012
"ILMN_1705422",-0.0110174286666656,7.29156767533333,-0.320043788153835,0.754054170376926,0.887751939528711,-8.63373751795632
"ILMN_1705423",0.0447468263333324,7.29371150883333,1.26305435228407,0.228898276873284,0.446387087705435,-7.87858417488358
"ILMN_1705433",0.130327635333334,8.35501073133333,3.31893979159467,0.00558731726377491,0.0191251002571211,-4.39929075090225
"ILMN_1705442",0.916535693333337,11.7548569966667,21.9688176508864,1.30280693723396e-11,3.51778314786433e-10,16.6140602740855
"ILMN_1705444",-0.00699549366666652,7.20908960483333,-0.200366956457546,0.84431452300719,0.932621952190499,-8.66709596635113
"ILMN_1705447",0.657486766666667,8.87081588,19.5879238593888,5.50442222152496e-11,1.21281346995459e-09,15.0792499889293
"ILMN_1705458",0.217220884333335,8.1748065995,4.30254265539438,0.000871937551593606,0.0034381685870829,-2.50444761479016
"ILMN_1705464",0.620305853333335,12.30159317,14.4779272897684,2.3241713751465e-09,3.05303592511508e-08,11.0847382726792
"ILMN_1705466",-0.000440083666665814,7.24751772316667,-0.0128150687607189,0.989971195251012,0.995916349666271,-8.68859579468664
"ILMN_1705468",0.319094925000002,8.5891848935,5.26620048318629,0.000155919648314716,0.000698068858259533,-0.715851903281262
"ILMN_1705469",-0.178501883999999,9.145394071,-4.97370483078058,0.000259595846268931,0.00111912494507556,-1.24791300956435
"ILMN_1705477",0.161619574666666,7.28348700966667,3.68171444256842,0.00279369574444021,0.010110099941735,-3.69792430043622
"ILMN_1705483",0.0156695793333315,7.24746036033333,0.42824443243031,0.675528980799554,0.842881402127627,-8.59060951925913
"ILMN_1705484",0.0276257363333343,7.27788258383333,0.672185703411995,0.513312619458962,0.731314844286206,-8.44950274646598
"ILMN_1705495",0.00846186166666829,7.21734507716667,0.212527792042295,0.835013160419288,0.928244502694916,-8.66440064654485
"ILMN_1705496",0.253216271333334,7.87093115133333,6.58133099032637,1.82388799326025e-05,9.6601012455954e-05,1.53931585225824
"ILMN_1705508",-0.017144744666667,7.333881604,-0.459960610843277,0.653192621602064,0.829520999103643,-8.57566638556613
"ILMN_1705515",-0.487051396666667,9.565075927,-12.176283231051,1.88444034896298e-08,1.92200705397578e-07,8.84996638951539
"ILMN_1705522",0.00246084433333227,7.18214169083333,0.0633340431142731,0.950470316539302,0.980051016612766,-8.68652427410772
"ILMN_1705527",0.0163743726666654,7.239550147,0.47747728766059,0.641002166468022,0.821477959145361,-8.56697070394137
"ILMN_1705534",0.0370868360000003,7.27170656966667,0.930784265161647,0.369039168192921,0.606235427110076,-8.23707989784773
"ILMN_1705546",-0.00624355099999985,7.1770662895,-0.18027721065207,0.859733130884535,0.940310317958341,-8.67120286113488
"ILMN_1705550",0.00237191633333289,7.23007687483333,0.0611550380684975,0.952172055195241,0.980677548190275,-8.68667032333093
"ILMN_1705551",0.0174078216666658,7.1889676045,0.503892751663001,0.622822870191863,0.81074963197261,-8.55326501712317
"ILMN_1705562",0.0175770653333345,7.24131298166667,0.341677170265379,0.738089716550256,0.878715239247782,-8.62609267308329
"ILMN_1705568",-0.0321003429999989,7.4806298585,-0.728258782060646,0.479453108796036,0.704892218326852,-8.40876021550854
"ILMN_1705570",-0.0279947693333344,7.61395460866667,-0.597559205852733,0.560466756857379,0.76651989498489,-8.49898559955868
"ILMN_1705577",0.0629236089999967,7.2332939815,1.83252418236723,0.0900239351076777,0.221740052555282,-7.08112693080297
"ILMN_1705578",0.00824268266666728,7.22951953066667,0.176256062589505,0.862826735894266,0.941869323835758,-8.67197309463762
"ILMN_1705579",-0.0714426956666676,7.13896601516667,-1.95897056976386,0.0720673764179643,0.184407353919563,-6.87918821345325
"ILMN_1705581",-0.0300444473333314,7.22848143233333,-0.813477368890242,0.430687956567938,0.663785162304431,-8.34112292085119
"ILMN_1705587",0.0534471066666651,7.290654162,1.54626435659162,0.146187718270552,0.323876266473857,-7.50730399520751
"ILMN_1705594",0.461847603333332,11.536136435,11.0718977889593,5.81926708184296e-08,5.23434760773086e-07,7.64663161361165
"ILMN_1705599",-0.0581532790000008,7.38549189083333,-1.64085440831371,0.124944263003875,0.287443296466757,-7.37164536402664
"ILMN_1705602",0.0190602883333355,8.0961323825,0.427956293881104,0.675733420680553,0.843026710566673,-8.59074052653111
"ILMN_1705605",-0.0235169909999993,7.4193723855,-0.683012276281312,0.506667922701712,0.726362456397783,-8.44187219091808
